train_loss,train_bleu,test_loss,test_bleu,save
4.795822296930182,0.14932062449062777,4.509398370726496,0.08487913995726488,V
4.09266333876664,0.13563378667481663,4.31383547008547,0.08775123530982895,V
3.9953265077424613,0.12262950794621005,4.240167601495727,0.09044220753205136,V
3.9542541089377887,0.11816931540342296,4.243706597222222,0.0902719350961538, 
3.9270111722358054,0.1178764262428688,4.253221821581197,0.09053819444444448, 
3.9059146631350177,0.1179861535588154,4.237429887820513,0.09076438969017085,V
3.8927176718283074,0.11631986892148884,4.232688969017094,0.09054069845085475,V
3.8824241035044826,0.11483674612876911,4.22738047542735,0.0907827524038462,V
3.8745076066286335,0.11464955175224102,4.198701255341881,0.09116586538461537,V
3.868874796251019,0.11399988963596847,4.1911558493589745,0.09121427617521366,V
3.864757368921489,0.11344297575387134,4.181173210470085,0.09159154647435905,V
3.8606441863624017,0.11294803552023903,4.1796875,0.09164329594017082,V
3.856879074979625,0.11231089547677273,4.181039663461538,0.09152811164529909, 
3.854871298560174,0.11258383421624543,4.170923477564102,0.0917568108974359,V
3.852243785656072,0.11186010085574559,4.1548811431623935,0.09205812633547016,V
3.8503973105134475,0.11161135730779664,4.162944043803419,0.0917593149038462, 
3.8484319817984245,0.11152455175224096,4.155164930555555,0.09221671340811974, 
3.8463690233632164,0.11149165478130937,4.141008947649572,0.09248714610042737,V
3.8466406886715565,0.11175971203477308,4.137903979700854,0.0923953325320515, 
3.844641401792991,0.11141800801412646,4.132411858974359,0.09252971420940169,V
3.8441957008964955,0.11132971678891587,4.134264823717949,0.09252971420940183, 
3.842557219505569,0.11100074707959769,4.136351495726496,0.0924963274572649, 
3.841962951643575,0.11120937754686244,4.137553418803419,0.09239032451923077, 
3.841364439011138,0.11110707857919079,4.134648771367521,0.0926056690705129, 
3.839840566422168,0.11097909875033929,4.131694043803419,0.09252136752136735,V
3.8399424409127954,0.11107736518609052,4.138488247863248,0.09255475427350415, 
3.840273533007335,0.11068705854387398,4.138721955128205,0.09245626335470089, 
3.8391614031513175,0.11102812584895393,4.1265357905982905,0.09269915197649589,V
3.8394585370823147,0.11102366883998908,4.135082799145299,0.09249799679487174, 
3.837866748166259,0.11101708944580287,4.138321314102564,0.09256643963675204, 
3.8381171896223854,0.11061935445531092,4.1322449252136755,0.09253388755341888, 
3.838074741917957,0.11069958061668024,4.135767227564102,0.09260316506410259, 
3.837323417549579,0.1107479709997281,4.133747329059829,0.09270165598290607, 
3.837756384134746,0.11078108020918209,4.137503338675214,0.09266743456196588, 
3.837455005433306,0.11082437686769915,4.134598691239316,0.09271668002136743, 
3.8366060513447433,0.11059346135560971,4.132378472222222,0.09256727430555566, 
3.8366527438196143,0.11081440165715872,4.135533520299146,0.09259064503205133, 
3.8359183985330074,0.11060874252920426,4.1315938835470085,0.09276509081196573, 
3.8355236348818256,0.1106433374083129,4.136434962606837,0.09243038862179478, 
