train_G,train_D,test_G,test_D,save
46.81265625,2.7200390625,45.6575,2.640078125,V
45.94234375,2.6306640625,45.508125,2.6115625,V
45.03890625,2.5945703125,45.84875,2.57890625,V
45.31078125,2.5705078125,45.169375,2.562890625,V
45.469375,2.558046875,46.1125,2.55265625,V
46.0375,2.55205078125,45.830625,2.55015625,V
45.35296875,2.548671875,43.981875,2.546015625,V
45.02609375,2.5447265625,45.801875,2.545390625,V
45.741015625,2.54474609375,45.755,2.54734375, 
45.4640625,2.5423828125,45.73875,2.5421875,V
46.285,2.540625,44.448125,2.5446875, 
45.10734375,2.54267578125,45.4875,2.545234375, 
45.15171875,2.540390625,43.96,2.54234375,V
45.2225,2.5405859375,45.264375,2.542890625, 
45.349375,2.53974609375,44.781875,2.536328125,V
45.0378125,2.53794921875,44.73125,2.5409375, 
45.3896875,2.54056640625,45.7125,2.537734375, 
