image_id,caption,fluency,diversity
sonicdrivein_408,the most important messages are quick to type.,0.971387,0.5105591
sonicdrivein_742,just starting our weekend off with a slush. 🤩,0.91710246,0.5105591
sonicdrivein_373,who knew ai had such good taste? #ai,0.81464785,0.5105591
sonicdrivein_864,spooky (sonic) szn. this is the post. 👻,0.75997686,0.5105591
sonicdrivein_706,"this is perfect, perfect, perfect ✨",0.9231067,0.5105591
sonicdrivein_277,100000% certain these two are meant to be 🥲,0.8793459,0.5105591
sonicdrivein_645,where we get our ice. it's chill.,0.8638112,0.5105591
sonicdrivein_572,this is your sign to get a snack 😎,0.8450023,0.5105591
sonicdrivein_566,i’ve had some time on my hands 😂,0.93245804,0.5105591
sonicdrivein_135,"get in losers, new holiday merch is here ✨ ",0.23821639,0.5105591
sonicdrivein_690,don't keep mom from her emotional support ice.,0.5808597,0.5105591
sonicdrivein_189,who’s the bacon to your ranch??,0.64916354,0.5105591
sonicdrivein_89,our social media manager (me) is wildin,0.87779725,0.5105591
sonicdrivein_1094,can you figure out the hidden messages?,0.9771638,0.5105591
sonicdrivein_1181,full moons are looking a bit more delicious.,0.96772546,0.5105591
sonicdrivein_402,"new look, who dis? #expressyourself",0.34152496,0.5105591
sonicdrivein_1029,eating a corn dog's an emotional roller coaster. 🎢,0.7777296,0.5105591
sonicdrivein_103,smart choice. yeah. yeah. 🛼,0.9111009,0.5105591
sonicdrivein_893,block ‘em in the top left corner. 👀,0.8197266,0.5105591
sonicdrivein_903,sign me up for some double trouble. 🍔🍔 #nationaldoublecheeseburgerday,0.84357107,0.5105591
sonicdrivein_560,what should we name our fantasy team?,0.933624,0.5105591
sonicdrivein_644,come for the food. stay for the vibes.,0.9178998,0.5105591
sonicdrivein_283,asking for a friend. #weird #wrong,0.8918,0.5105591
sonicdrivein_486,i love the taste of hypocrisy in the morning.,0.98047274,0.5105591
sonicdrivein_348,box office hit if i’ve ever seen one.,0.9008851,0.5105591
sonicdrivein_80,just know we are very proud of this one,0.9347637,0.5105591
sonicdrivein_280,something lite with main characters of the moment #zodiac,0.21377204,0.5105591
sonicdrivein_585,we didn’t even try to understand the assignment 🌭,0.91306335,0.5105591
sonicdrivein_363,we’ve got a taste for travel.,0.965684,0.5105591
sonicdrivein_697,"sonic saves the day! (and night, too)",0.9465677,0.5105591
sonicdrivein_369,her friends better stay away from her tots 🫣,0.6154088,0.5105591
sonicdrivein_901,"one limeade for me, one for the kid. 👼",0.887708,0.5105591
sonicdrivein_753,gotta jump right into the action. ⏭️,0.8896494,0.5105591
sonicdrivein_786,“i’m gonna walk the dog.”,0.92365164,0.5105591
sonicdrivein_1337,"dice on the mirror, but make them tots. 🎲🎲",0.62043566,0.5105591
sonicdrivein_409,what if we promised it’d be a blast?,0.9143713,0.5105591
sonicdrivein_790,always gotta have one in your back pocket.,0.9474152,0.5105591
sonicdrivein_1384,back to school and packed all the essentials.,0.8610084,0.5105591
sonicdrivein_85,every wrap has its own special qualities 🤗,0.9287988,0.5105591
sonicdrivein_522,big and little. do we need to say more?,0.9699166,0.5105591
sonicdrivein_316,it’s the little things #middaybreak #drinkrun #podcast #ssssf,0.705108,0.5105591
sonicdrivein_531,where do you fall on the scale?,0.9670505,0.5105591
sonicdrivein_832,a lil’ confidence boost to get you through. 😭,0.8047007,0.5105591
sonicdrivein_152,i’ll stop ordering kids meals when i’m ready (never),0.78982306,0.5105591
sonicdrivein_376,not us seeing our ex at the drive-in,0.90565515,0.5105591
sonicdrivein_78,the fourth is strong with this one 😮‍💨,0.35629883,0.5105591
sonicdrivein_534,it’s just an internal reminder at this point.,0.96835303,0.5105591
sonicdrivein_726,baby tailgate. yes. absolutely. 100%.,0.74689907,0.5105591
sonicdrivein_37,"come for the content, stayed for the fries",0.63775665,0.5105591
sonicdrivein_478,"no surprise here. 2022, you were delicious as always.",0.8948614,0.5105591
sonicdrivein_457,might as well just @ me.,0.70460385,0.5105591
sonicdrivein_791,"each future’s different, but equally delicious. 🔮",0.8677554,0.5105591
sonicdrivein_491,"ahhh yes, gold, my favorite color.",0.8886177,0.5105591
