train_loss,test_loss,save
3.77890625,3.6875,V
3.6421875,3.575,V
3.5421875,3.484375,V
3.46171875,3.4109375,V
3.394921875,3.3515625,V
3.34453125,3.2953125,V
3.30234375,3.26875,V
3.2703125,3.234375,V
3.246875,3.2109375,V
3.2265625,3.1921875,V
3.208984375,3.1796875,V
3.191015625,3.165625,V
3.181640625,3.15,V
3.171484375,3.1359375,V
3.15546875,3.121875,V
3.1421875,3.1046875,V
3.125,3.0890625,V
3.10703125,3.06875,V
3.085546875,3.04375,V
3.058203125,3.015625,V
3.029296875,2.99375,V
3.00390625,2.96875,V
2.9859375,2.9546875,V
2.97578125,2.94375,V
2.965234375,2.9359375,V
2.959375,2.9375, 
2.95390625,2.9296875,V
2.949609375,2.9234375,V
2.94609375,2.91875,V
2.9421875,2.9140625,V
2.93671875,2.9125,V
2.937890625,2.90625, 
2.931640625,2.903125,V
2.93125,2.9015625,V
2.9265625,2.8984375,V
2.925,2.89375,V
2.92265625,2.8921875,V
2.922265625,2.89375, 
2.919921875,2.8890625,V
2.91953125,2.8875,V
2.915234375,2.8890625, 
2.915625,2.8859375,V
2.91171875,2.8875, 
2.9140625,2.8796875,V
2.912890625,2.88125, 
2.9109375,2.8828125, 
2.91171875,2.8828125, 
2.91015625,2.88125, 
2.90859375,2.884375, 
2.90859375,2.8796875, 
2.905859375,2.88125, 
2.906640625,2.8796875, 
2.9078125,2.8765625,V
2.90546875,2.8765625, 
2.906640625,2.878125, 
2.906640625,2.88125, 
2.9046875,2.878125, 
2.90546875,2.878125, 
2.9046875,2.878125, 
2.9046875,2.875,V
2.9046875,2.875, 
