bleu_threshold,trainData_size,testData_size,train_loss,train_bleu,test_loss,test_bleu,save
0.05,33800,84,12.106028106508877,0.36644554363905274,11.6875,0.41015625,V
0.05,33800,84,11.706619822485207,0.35980399408283953,11.59375,0.37949218749999997,V
0.05,33800,84,11.562795857988165,0.3462694156804728,11.578125,0.35937499999999994,V
0.05,33800,84,11.498187869822486,0.34067538831360916,11.59375,0.3619140625, 
0.05,33800,84,11.463757396449704,0.33723280325443833,11.625,0.3515625, 
0.05,33800,84,11.442825443786981,0.3349227995562126,11.5625,0.34140625,V
0.05,33800,84,11.425110946745562,0.33361455251479255,11.546875,0.33554687499999997,V
0.05,33800,84,11.410835798816567,0.33176728920118387,11.5625,0.349609375, 
0.05,33800,84,11.400739644970415,0.3309268676035508,11.53125,0.3318359375,V
0.05,33800,84,11.388757396449703,0.33056397928994063,11.546875,0.341015625, 
0.05,33800,84,11.382137573964497,0.3301183431952664,11.5625,0.34355468749999996, 
0.05,33800,84,11.375813609467455,0.3300120192307703,11.546875,0.34218750000000003, 
0.05,33800,84,11.370968934911243,0.32943925665680507,11.515625,0.33906249999999993,V
0.05,33800,84,11.362647928994082,0.3289552514792895,11.5625,0.3359375, 
0.05,33800,84,11.357692307692307,0.32823178624260263,11.515625,0.3359375, 
0.05,33800,84,11.353328402366865,0.32781249999999995,11.484375,0.3404296875,V
0.05,33800,84,11.347263313609467,0.3275845968934912,11.546875,0.3384765625, 
0.05,33800,84,11.345266272189349,0.3270386464497042,11.5625,0.3326171875, 
0.05,33800,84,11.340717455621302,0.32669008875739686,11.59375,0.3359375, 
0.05,33800,84,11.338276627218935,0.32590190458579865,11.546875,0.33046875, 
0.05,33800,84,11.33491124260355,0.3253855399408285,11.53125,0.3359375, 
0.05,33800,84,11.332396449704142,0.32497041420118283,11.546875,0.32636718749999993, 
0.05,33800,84,11.330362426035503,0.3242446375739642,11.5,0.327734375, 
0.05,33800,84,11.326701183431952,0.32380269970414277,11.515625,0.320703125, 
0.05,33800,84,11.324889053254438,0.32269831730769266,11.46875,0.3224609375,V
0.05,33800,84,11.321264792899408,0.32219397189349147,11.53125,0.3234375, 
0.05,33800,84,11.319711538461538,0.3217335428994077,11.5,0.32304687499999996, 
0.05,33800,84,11.317492603550296,0.321092825443787,11.546875,0.3236328125, 
0.05,33800,84,11.316050295857988,0.3211506102071009,11.484375,0.32734375, 
0.05,33800,84,11.315199704142012,0.3212675665680475,11.484375,0.3203125, 
0.05,33800,84,11.314497041420118,0.3211977625739647,11.546875,0.31367187500000004, 
0.05,33800,84,11.311205621301776,0.3212823594674558,11.5,0.3251953125, 
0.05,33800,84,11.31139053254438,0.3209176220414201,11.484375,0.3259765625, 
0.05,33800,84,11.308912721893492,0.32061852810650865,11.53125,0.31953125000000004, 
0.05,33800,84,11.305103550295858,0.32022882766272137,11.53125,0.316796875, 
0.05,33800,84,11.304622781065088,0.3200309726331364,11.546875,0.3083984375, 
0.05,33800,84,11.302847633136095,0.3198872041420124,11.53125,0.31601562499999997, 
0.05,33800,84,11.30255177514793,0.31987194896449683,11.53125,0.31718749999999996, 
0.05,33800,84,11.301331360946746,0.3195950443786975,11.515625,0.31914062499999996, 
0.05,33800,84,11.299741124260356,0.31945451183431983,11.515625,0.3177734375, 
0.05,33800,84,11.298668639053254,0.3191392381656804,11.484375,0.32187499999999997, 
0.05,33800,84,11.298520710059172,0.31873335798816627,11.5,0.31328125000000007, 
0.05,33800,84,11.296523668639054,0.3187176405325439,11.515625,0.312890625, 
0.05,33800,84,11.295488165680473,0.31865292159763275,11.484375,0.31328125, 
0.05,33800,84,11.296153846153846,0.31865245931952624,11.53125,0.3095703125, 
0.05,33800,84,11.294822485207101,0.3182659948224856,11.5625,0.32109375, 
0.05,33800,84,11.293010355029585,0.3181231508875745,11.5,0.310546875, 
0.05,33800,84,11.291974852071005,0.3180796967455619,11.484375,0.313671875, 
0.05,33800,84,11.292455621301775,0.317668731508875,11.53125,0.30957031249999994, 
0.05,33800,84,11.291863905325444,0.3176742788461538,11.5,0.31796875, 
0.05,33800,84,11.288646449704142,0.31738535502958587,11.453125,0.3130859375,V
0.05,33800,84,11.288609467455622,0.317367788461538,11.5625,0.30625, 
0.05,33800,84,11.288720414201183,0.3174847448224844,11.53125,0.313671875, 
0.05,33800,84,11.287980769230769,0.317438054733728,11.515625,0.307421875, 
0.05,33800,84,11.286020710059171,0.3172475961538463,11.53125,0.3103515625, 
0.05,33800,84,11.28491124260355,0.3168962647928999,11.484375,0.3140625, 
0.05,33800,84,11.285835798816567,0.31694988905325466,11.515625,0.3111328125, 
0.05,33800,84,11.284319526627218,0.3168837832840237,11.46875,0.3197265625, 
0.05,33800,84,11.285170118343196,0.3165625,11.515625,0.3078125, 
0.05,33800,84,11.284615384615385,0.31662814349112495,11.5,0.308984375, 
0.05,33800,84,11.283247041420118,0.3165708210059174,11.453125,0.303515625, 
0.05,33800,84,11.282692307692308,0.31642196745562096,11.53125,0.31523437500000007, 
0.05,33800,84,11.28121301775148,0.3166128883136097,11.46875,0.307421875, 
0.05,33800,84,11.28069526627219,0.31643028846153887,11.484375,0.3060546875, 
0.05,33800,84,11.280843195266272,0.31648391272189436,11.515625,0.31425781249999996, 
0.05,33800,84,11.279992603550296,0.31650425295857987,11.53125,0.31171875, 
0.05,33800,84,11.278735207100592,0.3166535687869813,11.53125,0.31230468749999996, 
0.05,33800,84,11.279511834319527,0.3167275332840229,11.515625,0.31210937499999997, 
0.05,33800,84,11.278550295857988,0.316702107988166,11.5,0.312109375, 
0.05,33800,84,11.276849112426035,0.3165652736686392,11.5,0.3046875, 
0.05,33800,84,11.278365384615384,0.31680242233727784,11.46875,0.306640625, 
