image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,loss,caption_loss,fc_loss
mcdonalds_switzerland_1940,"the, the the in the of hours, so well special for dessert a dessert drink. so. goodnightondayonalds #m  #m #m #",2,1,0.062403757,0.45323482,0.09523809523809525,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.5625,3.953125,0.06201171875
mcdonalds_switzerland_625,the remember  person bite. check to theicheonald  s? but� ,1,1,0.049597133,0.45323482,0.11111111111111109,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,16.5,4.53125,1.203125
mcdonalds_switzerland_378,"when the 1,,  the first m mmonth, we people the willwill up streets of parks ofaround youreden. you united.with to for your great workwork.  you next time!  the the,",11,1,0.040466722,0.45323482,0.3331396539743436,0.03450374987591416,2.1496549723423543e-308,2.1496549723423543e-308,5.5,4.21875,0.126953125
mcdonalds_switzerland_1037,"you, you a, we together, if </",1,1,0.4357289,0.45323482,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,6.125,5.28125,0.0849609375
mcdonalds_switzerland_529,"you�  on on  or treat!���♂, you is n like to your video to be on your door?�?  m",3,1,0.04715622,0.45323482,0.09405352498784599,1.8834843577582417e-308,1.8834843577582417e-308,1.8834843577582417e-308,5.25,4.65625,0.06005859375
mcdonalds_switzerland_665,the mmm  is  has in in a    me how to can about you disappears s too late. -aaaaa,5,1,0.03344129,0.45323482,0.2777777777777778,0.0588235294117647,2.2250738585072626e-308,2.2250738585072626e-308,5.375,4.625,0.07568359375
mcdonalds_switzerland_517,"how you# richm  @mio_l are are to new version more and moreier version,�🍔� you  have you in our eyes!� ",3,1,0.064039804,0.45323482,0.1421190988819356,2.002761447539757e-308,2.002761447539757e-308,2.002761447539757e-308,6.03125,5.25,0.07861328125
mcdonalds_switzerland_580,"i  �,  best are getting! a and and they you ready your friends ready for enjoy some? they a with, ",7,1,0.04012187,0.45323482,0.22620935450898988,2.0133300850710214e-308,2.0133300850710214e-308,2.0133300850710214e-308,5.1875,4.5625,0.06396484375
mcdonalds_switzerland_622,the soon: the new app sauce from the favorite has theara�rich will youo will the and and�� you ready for the challenge? ####a###a##,10,1,0.07461204,0.45323482,0.2608695652173913,0.04545454545454546,2.2250738585072626e-308,2.2250738585072626e-308,6.4375,5.15625,0.1298828125
mcdonalds_switzerland_377,i iss the favorite way to try out with on the' mcdonds? �� ,4,1,0.121761255,0.45323482,0.30769230769230765,0.08333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,4.28125,3.125,0.11474609375
mcdonalds_switzerland_1890,"you i  to to, eat the day,, i by the favorite cheese, rees  a #cth. �️ </pecdonds #mcafe ",4,1,0.16550057,0.45323482,0.141080287481769,1.8834843577582417e-308,1.8834843577582417e-308,1.8834843577582417e-308,4.4375,3.40625,0.1015625
mcdonalds_switzerland_1984,you you ready your model of?? then you little meal from a from help you up.? '' ie#mfor #m time,5,1,0.043909542,0.45323482,0.1426844136751071,2.1165557258994466e-308,2.1165557258994466e-308,2.1165557258994466e-308,5.28125,4.6875,0.058349609375
mcdonalds_switzerland_1960,"i favorite# iblem is open for a, pork bacon if about you like it? </mbride #mcdonds #mclub#mburger#chicken --aaaa-a",4,1,0.33618602,0.45323482,0.21021321531261453,0.11128934928314888,0.05912246680667284,2.1048296854718573e-308,3.40625,2.96875,0.043701171875
mcdonalds_switzerland_514,"how  not to the! � �� if you re hungry a of those  days! ���🤻 � ���...
 elpove onicious... odia   the the the the the the the the the the the the the the the",2,1,0.5014156,0.45323482,0.057142857142857134,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,5.5625,5.03125,0.05322265625
mcdonalds_switzerland_1842,kid birthday day cream day! this</ ,2,1,0.7204157,0.45323482,0.3333333333333333,0.2,2.2250738585072626e-308,2.2250738585072626e-308,8.125,5.75,0.2392578125
mcdonalds_switzerland_332,you� what you popular  on your!  to for ,0,1,0.051545925,0.45323482,0.0,0.0,0.0,0.0,33.0,5.71875,2.71875
mcdonalds_switzerland_712,"it, deal, you  my day pop explode. ",2,1,0.04712828,0.45323482,0.24767939992862334,1.928867353251809e-308,1.928867353251809e-308,1.928867353251809e-308,18.125,6.03125,1.2109375
mcdonalds_switzerland_731,"i, day dog! the a  waterardé mug!   1999 and a  chocolate! just! it-order it your coffee with enjoy f, the, the the the the the the the",5,1,0.12999736,0.45323482,0.18518518518518515,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,5.34375,4.15625,0.1181640625
mcdonalds_switzerland_2032,"i school#newdays#school #school  you#k �
",1,1,0.6238166,0.45323482,0.13406400920712788,1.491511611267286e-308,1.491511611267286e-308,1.491511611267286e-308,4.78125,4.15625,0.06298828125
mcdonalds_switzerland_2002,the  way and thai chocolate the burger just available at our variety -!  cd  be a ,3,1,0.05869573,0.45323482,0.16546816923461166,1.9636207881546135e-308,1.9636207881546135e-308,1.9636207881546135e-308,16.625,5.96875,1.0703125
mcdonalds_switzerland_1948,"i one has you looking to? if, ymonabs, du #m #foodftheday ",1,1,0.09472413,0.45323482,0.0909090909090909,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,6.0,4.15625,0.185546875
mcdonalds_switzerland_478,"com youcdonald s menu a favorite,, you� # is you your menu? you going to? � � � ",4,1,0.11585737,0.45323482,0.15765991148446093,0.05564467464157443,2.1048296854718573e-308,2.1048296854718573e-308,17.5,4.03125,1.34375
mcdonalds_switzerland_117,iardos i  got get toier )ed. but� ,1,1,0.118817754,0.45323482,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,35.0,6.40625,2.84375
mcdonalds_switzerland_430,"it! on the s #mcup day!�...  @020, we will to have  our and from plants resources nona",3,1,0.059840366,0.45323482,0.16638937832733086,2.0979623842800395e-308,2.0979623842800395e-308,2.0979623842800395e-308,7.03125,4.25,0.27734375
mcdonalds_switzerland_408,"it know so to making who we, the environment. we s why why we' on you partners partners to the deliveryaa",11,1,0.029854352,0.45323482,0.3333333333333333,0.05000000000000001,2.2250738585072626e-308,2.2250738585072626e-308,9.125,3.78125,0.53515625
mcdonalds_switzerland_1209,i is full. so a to and thing </ likeyourself #likeeeserryak #likeicheonds ,1,1,0.26241013,0.45323482,0.08333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,5.21875,4.59375,0.061279296875
mcdonalds_switzerland_631,"i real are ready, the' t forget out   ’s your play the?  ",2,1,0.03803359,0.45323482,0.1533407357715539,2.0471667756573244e-308,2.0471667756573244e-308,2.0471667756573244e-308,5.0,4.40625,0.06005859375
mcdonalds_switzerland_557,"i is t over yet,�️ and here this match a�' with, a free for a giurry  a the best weather with. .",7,1,0.15409675,0.45323482,0.26060810080044117,0.045503001727061156,2.1261983321563865e-308,2.1261983321563865e-308,5.375,4.78125,0.06005859375
mcdonalds_switzerland_868,"i your favorite from
 or, small delicious?? ",1,1,0.094333135,0.45323482,0.10735389901075512,1.6720924800836196e-308,1.6720924800836196e-308,1.6720924800836196e-308,13.5,5.21875,0.828125
mcdonalds_switzerland_531,"if night not least:, you is we iss the turn to try a best key-cola and and slipper�� and if the order you you you can get a5 the",10,1,0.028412197,0.45323482,0.1724137931034483,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,6.84375,4.125,0.271484375
mcdonalds_switzerland_737,"do like you can, when can not for what you are. you",4,1,0.12724641,0.45323482,0.3333333333333333,0.0909090909090909,2.2250738585072626e-308,2.2250738585072626e-308,16.75,4.34375,1.234375
mcdonalds_switzerland_173,i is of get?? the? ,0,1,0.12096856,0.45323482,0.0,0.0,0.0,0.0,4.375,3.546875,0.08154296875
mcdonalds_switzerland_2025,a united  @kaldolcdonald.  your reservation! #   with the#kailand  ##aa#,1,1,0.3301708,0.45323482,0.08897082254631197,1.7816998627591863e-308,1.7816998627591863e-308,1.7816998627591863e-308,4.71875,3.71875,0.10009765625
mcdonalds_switzerland_718,do remember the next  the strikes away in.   you  like to see this meal with. let your#aaaaaaaa,3,1,0.04302313,0.45323482,0.1394714758202644,0.049396147686343636,1.7585612308455557e-308,1.7585612308455557e-308,7.25,4.625,0.263671875
mcdonalds_switzerland_635,"after  difference deal, to you to get it to� �, ",2,1,0.028528567,0.45323482,0.07408182206817181,1.6483752567447546e-308,1.6483752567447546e-308,1.6483752567447546e-308,6.4375,5.09375,0.134765625
mcdonalds_switzerland_1929,"dear more how time, the, we re going in the good to get to. you're in. #goodcdonove #shdon #mie#foodumble  the the the theyy the## the, the the the the the the the## the the",16,1,0.08929007,0.45323482,0.14705882352941177,0.030303030303030304,2.2250738585072626e-308,2.2250738585072626e-308,4.4375,3.125,0.1298828125
mcdonalds_switzerland_1987,"you thanks for theenna,  of from some lotlyonic!. and not? </ mperfectet #menn2#mol #mustinria ",3,1,0.08251195,0.45323482,0.18575954994646748,1.928867353251809e-308,1.928867353251809e-308,1.928867353251809e-308,6.3125,4.25,0.2041015625
mcdonalds_switzerland_565,"yes�🇹   toitzerland! you�🇭 happy�   you s special! the!    tasty! celebrate your 20 of the!�  </   you as you is, 
 birthdaydays itzerland # happystofaugust",3,1,0.17549941,0.45323482,0.08444418157616232,1.440524813782555e-308,1.440524813782555e-308,1.440524813782555e-308,4.8125,4.3125,0.051513671875
