image_id,caption,humor_score,humor,image_id,caption,humor_score,humor,image_id,caption,humor_score,humor,image_id,caption,humor_score,humor,image_id,caption,humor_score,humor,image_id,caption,humor_score,humor
sonicdrivein_290,when you post a new tweet and it's the first thing that pops into your head.,0.9538944363594055,1,sonicdrivein_65,`` i'm going to get a dog.,0.2805335223674774,0,sonicdrivein_742,"you know, i'm not going to eat this.",0.8948720097541809,1,sonicdrivein_91,"a new study shows that the most popular emoji on instagram is a, and it’ s not just for cats.",0.3540516495704651,0,sonicdrivein_283,"the new menu is here! </s> the only thing i can say about it, this will be a huge hit.",0.012127474881708622,0,sonicdrivein_376,"you know when you’ re in the mood for something sweet, this is your go-to recipe!.",0.33742791414260864,0
sonicdrivein_522,"when you’re about to buy a new car, i will show it in your hand.",0.11204655468463898,0,sonicdrivein_373,"when i was talking to my mom about the new grocery store and she said, `` oh no we don’ t have any milk! lol.",0.3471946120262146,0,sonicdrivein_446,the best way to celebrate the # nationalholiday is by eating a hot dog.,0.03513818606734276,0,sonicdrivein_457,i love you so much! i'm not going to be here for a long time.,0.10640647262334824,0,sonicdrivein_670,the only thing i want to eat is a # baconburger.,0.21997810900211334,0,sonicdrivein_571,and i’ m gonna say this: '' we know what you mean.,0.5436846017837524,1
sonicdrivein_344,"i'm not a fan, but i love you! and the only way to get me like is by buying this post.",0.2319149523973465,0,sonicdrivein_495,the # one of the most popular posts on this site! it’ s a new post for you.,0.03577999398112297,0,sonicdrivein_496,the 10 best new iphone ads of all time.,0.634101152420044,1,sonicdrivein_1199,the # dayofmylife is coming up on march 15th.,0.6403895020484924,1,sonicdrivein_1384,"a, who is just as good at making you feel better.",0.10519294440746307,0,sonicdrivein_670,the only thing i want to do is eat this.,0.40901538729667664,0
sonicdrivein_69,#1.,0.8689755201339722,1,sonicdrivein_497,@ #foodporn: i love this burger.,0.9228595495223999,1,sonicdrivein_1594,it’ s not the best way to get a good night sleep.,0.14994467794895172,0,sonicdrivein_497,the only thing i can think of is to get a burger and fries.,0.933297336101532,1,sonicdrivein_344,"i love you, i like to be the one who is always there for u.",0.9399282932281494,1,sonicdrivein_798,the first thing you think when your kids are in bed is : i love my dog!# dogsarebetterthancats.,0.09625230729579926,0
sonicdrivein_414,"i'm not gonna lie, but i think this is the best way to keep your kids entertained for a week.",0.585532546043396,1,sonicdrivein_786,"a, a day in the life of an intern at disneyland.",0.7551438808441162,1,sonicdrivein_80,i’m not a fan of this movie.,0.954104483127594,1,sonicdrivein_89,the best way to celebrate the summer months is by eating ice cream.,0.7109065055847168,1,sonicdrivein_491,the's a new puppy! it has the most perfect smell.,0.19198353588581085,0,sonicdrivein_522,"when you’ re about to buy a new dog food, check out this video! </s> ➡️# sonicdogfoodhttps://t.",0.15126846730709076,0
sonicdrivein_163,`` i'm not going to be a restaurant.,0.9774659872055054,1,sonicdrivein_505,1.,0.8140602707862854,1,sonicdrivein_143,the # foodpanda is the only place where you can get your favorite foods delivered in a day! we’ ll deliver them to your door.,0.010018175467848778,0,sonicdrivein_234,the only thing that will make you feel like a dog is this.,0.9397963285446167,1,sonicdrivein_408,we all know what it feels like to be hungry.,0.3440214991569519,0,sonicdrivein_645,"a, a and b are the best! we’ re just not sure what they want to do with them.",0.06874989718198776,0
sonicdrivein_571,"and i'm gonna have a little bit of ice cream, and we’re going to get it! ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪",0.2675400972366333,0,sonicdrivein_78,1.,0.9923945665359497,1,sonicdrivein_596,we have a new flavor of the day.,0.16580776870250702,0,sonicdrivein_408,the first day of school is here! we have a lot to look forward... the best days are coming up for you and your friends.,0.007058913819491863,0,sonicdrivein_572,i’ m going to be a jack in the box.,0.030757974833250046,0,sonicdrivein_457,"we’ re not going to be here for a while, so i ‘m just gonna keep you coming up with your own ideas.",0.1942271590232849,0
sonicdrivein_1384,"i'm not a mom, but i’ve been trying to find out what my son likes and when he does n’t like it.",0.13244682550430298,0,sonicdrivein_290,when you’ re like to say “ i love your ice cream” and they get a little bit more serious about it.,0.9503893852233887,1,sonicdrivein_505,1.,0.8140602707862854,1,sonicdrivein_491,the # emoji is the future! it’ s not just for kids anymore.,0.15359555184841156,0,sonicdrivein_780,a's a burger that is so good you can’ t help but to eat it.,0.7088871598243713,1,sonicdrivein_65,this is my new favorite dog biscuit! '' i’m so happy to have you as a pet.,0.008970562368631363,0
sonicdrivein_497,"today i saw a 30-year old man in the store, and he was looking at me.",0.9439162015914917,1,sonicdrivein_376,"you know, i'm not a fan of this.",0.9835122227668762,1,sonicdrivein_65,this is the most delicious cheesecake i’ve ever made.,0.1196172684431076,0,sonicdrivein_534,"a, a and an.",0.4730880558490753,0,sonicdrivein_80,i’m not a fan of this movie.,0.954104483127594,1,sonicdrivein_786,a's a day of the week for all those who are just as good at getting to know you.,0.3671944737434387,0
sonicdrivein_780,a's a guy who just did n’t post his blog for like two hours and then he was on the road to get it off.,0.8772373199462891,1,sonicdrivein_1199,the # of the day is june! we are going to make a ton more money on our first ever sale.,0.04565296694636345,0,sonicdrivein_645,"a, a and b are the best! we’ re not going to be able to get them out of your way.",0.02721155621111393,0,sonicdrivein_69,the first thing i think when you walk into a restaurant and see this menu is's not spicy.,0.5145399570465088,1,sonicdrivein_1594,it’ s not the best time of year for a lot o ‘s.,0.32564130425453186,0,sonicdrivein_690,"a, a and an.",0.8260812163352966,1
sonicdrivein_1502,"the first time i saw this, my mom said `` you know what it is? and the other guy was on a mission.",0.06412637233734131,0,sonicdrivein_893,"i'm not a fan of the meme, but i am.",0.7351201772689819,1,sonicdrivein_495,the new # momofmyday post is here! the best way to celebrate your birthday this year.,0.006128012668341398,0,sonicdrivein_85,the # baconchallenge is here! the best way to celebrate your birthday this year.,0.02775878831744194,0,sonicdrivein_497,the only thing i can think of is to get a burger and watch the game.,0.9333534836769104,1,sonicdrivein_691,the # whysurmom is the best thing in this world.,0.007691668346524239,0
sonicdrivein_51,a:'s a good idea for the rest of us.,0.9364172220230103,1,sonicdrivein_784,"when you’ re done with your day, i want to say thank / for all the people who make it possible.",0.16038908064365387,0,sonicdrivein_163,i’ m not going to be in the restaurant.,0.9805804491043091,1,sonicdrivein_572,"i’ m not a dog, but i know what you all are thinking: “ we need to be able to eat this.",0.006901746150106192,0,sonicdrivein_51,"when i was 10 years old, my mom told me to be a little more confident.",0.9127018451690674,1,sonicdrivein_832,it's not about the size of your jeans but how you look in them.,0.020210498943924904,0
sonicdrivein_832,so i just got a little bit of fun and the's on my way to work.,0.09262287616729736,0,sonicdrivein_91,a new study shows that 1 in every 5 people who get a covid vaccine are more likely to die from the virus than those without it.,0.6349847316741943,1,sonicdrivein_408,the first thing i want to do is get a new job.,0.548001229763031,1,sonicdrivein_691,the # unicornofinstagram is the one who’ s got a white beard and an emoji in their mouth.,0.0037582283839583397,0,sonicdrivein_2031,"what if we don't have a "" no more coffee?"" and the answer is yes! this morning will be like hell.",0.019880468025803566,0,sonicdrivein_486,"i wrote a letter to my mom and she said, `` you know what i do?# the black cat is me.",0.540256679058075,1
sonicdrivein_491,"f you just got a new car, and i'm going to get the next one! this is my boyfriend.",0.15172402560710907,0,sonicdrivein_560,a new year is coming up in 2017.,0.3777382969856262,0,sonicdrivein_98,the # icecream is now on sale! get your free delivery by thursday.,0.1060687005519867,0,sonicdrivein_798,the first thing you think when your kids are in bed is : i love my dog!# dogsarecool pic.,0.38360336422920227,0,sonicdrivein_691,"the # unicornofinstagram is the one that you can’ t eat with your mouth, but it doesn't have to be a human.",0.0012001929571852088,0,sonicdrivein_290,you know when you’ re about to order your favorite drink and they say “ i hope it comes in a burger” so that makes me happy.,0.8741417527198792,1
sonicdrivein_786,"i'm not a dentist, but i can do it for you.",0.8052749633789062,1,sonicdrivein_98,"you’ re not going to like this, are you? </s> i know it is a good idea.",0.8537134528160095,1,sonicdrivein_585,"what’ s with you? what is your favorite emoji to use when ordering food at a restaurant or on an app like grubhub, picnickers and more.",0.007888718508183956,0,sonicdrivein_495,the new # momofmylife is coming out on march 1st! the first day of our annual mother’s week.,0.0034987737890332937,0,sonicdrivein_98,"the, the new york times has a free trial for next week.",0.8552291393280029,1,sonicdrivein_496,1.,0.975278913974762,1
sonicdrivein_486,i have a feeling of the ocean.,0.4832979440689087,0,sonicdrivein_152,"mom, i'm not going to go out and get a burger.",0.7871764302253723,1,sonicdrivein_89,"the best way to say “ no, thank you’ is a good thing.",0.9300014972686768,1,sonicdrivein_98,the # pizza delivery app that’ s finally going to be the best on this planet.,0.5995292663574219,1,sonicdrivein_163,"i'm not going to be in the restaurant, but i’ m sure you can get a burger.",0.9129793643951416,1,sonicdrivein_534,what do you call a person who can’t stop eating ice cream? “ frozen food” is the answer.,0.12115287780761719,0
