image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,loss
bokete_54949,the  to show you again on again i starts. i man  who has theing in on the beginning.  the the,4,1,0.030373076,0.3290062,0.1426844136751071,2.1165557258994466e-308,2.1165557258994466e-308,2.1165557258994466e-308,6.9375
imgflip_692,you can i going to do this of done? i my wass a big on to the head  ,6,1,0.027706617,0.3290062,0.2777777777777778,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,5.125
bokete_87919,"i s not, `` it,,, you'm going tired, it'm going tired, i'm going sorry, it the",1,1,0.12410795,0.3290062,0.0625,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,2.625
bokete_12314,"i gotm not to get it  day i i got i `` i, i ill my! i",7,1,0.2705955,0.3290062,0.11764705882352941,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,3.96875
bokete_31174,"i first thing is  death time   death thing, the same one, the same one, i",6,1,0.058857378,0.3290062,0.4,0.3571428571428572,0.30769230769230765,0.25,3.46875
bokete_43777,i i you going? i!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!  the the the,1,1,0.44137582,0.3290062,0.12500000000000003,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,2.625
bokete_43875,i s just like to remember at the mirror  time  see a you havere not the life to. so n? that,3,1,0.050307594,0.3290062,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.46875
bokete_81128,`` ands my be it shoulder in little and and but i ands just throw it in i,2,1,0.14328648,0.3290062,0.11111111111111109,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,5.9375
imgflip_64,"i  that woulds going that me people, i i i game i i this game? i i game? going i",9,1,0.07836311,0.3290062,0.05000000000000001,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,5.96875
bokete_104457,"the i, i i i remember i, and the  and ""i a minute, i, ",2,1,0.2584965,0.3290062,0.14285714285714285,0.07692307692307693,2.2250738585072626e-308,2.2250738585072626e-308,5.4375
bokete_107366,"when  to search, the night, i the race, but first of and first i i, the i on,  the the the the the the the the the the than we than than than the the the the the the the the the the the the the the",30,1,0.21118361,0.3290062,0.1702127659574468,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,5.84375
bokete_100382,`` old of did you see to help you??  re going going big.. it,1,1,0.06710833,0.3290062,0.06650448426457305,2.0716834517485276e-308,2.0716834517485276e-308,2.0716834517485276e-308,4.375
bokete_18414,"i wass it, i's a. i's a, i's a, i's a, i's good! i's good! i's good! i's good! that's good! that's good! that's good! that's good",4,1,0.62161005,0.3290062,0.07329622232540049,1.1008541805091993e-308,1.1008541805091993e-308,1.1008541805091993e-308,1.65625
imgflip_1287,i   about i me they into in i who  an about i for i who will not my  internet of i who will not the s the internet  the,6,1,0.08644925,0.3290062,0.1724137931034483,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,7.09375
bokete_40120,"``, i, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no the ,,,, the is the the the    the the    ",15,1,0.27005103,0.3290062,0.5555555555555556,0.5384615384615384,0.52,0.5,0.51171875
bokete_13455,"as s so first day,  bad, i's so same time a bad, i's terrible same as a bad, i's a same as a football, i's the same as a football, i's the same as a horse.'s the same as a horse.",23,1,0.08449686,0.3290062,0.4615338859790551,0.2879570114695408,0.1898617658040929,0.08660361247204235,2.125
bokete_16162,"i you for the attention, i, i amm like to be you for being attention attention, it i is is so boring more than i. iIt the the",13,1,0.03858524,0.3290062,0.3571428571428572,0.14814814814814814,2.2250738585072626e-308,2.2250738585072626e-308,5.0
bokete_97824,"`` on, you on, you on, come on, come on, come on, come on, come on, come on, come on! ItaItItaItItIt",17,1,0.8628567,0.3290062,0.8095238095238095,0.7,0.6842105263157895,0.6666666666666666,1.0859375
bokete_94659,"i didm told a message message on my on but i ive told it water to my woman man, i",1,1,0.03770557,0.3290062,0.05000000000000001,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,5.4375
imgflip_1237,"when you is a person in,
 i  to order the video,andbut.





 

 person is you you do look.














.  the the the        the the",14,1,0.038740728,0.3290062,0.3478260869565218,0.0909090909090909,2.2250738585072626e-308,2.2250738585072626e-308,3.953125
bokete_31458,"it, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,  the the the the",26,1,0.34985483,0.3290062,0.8387096774193549,0.8333333333333334,0.8275862068965517,0.8214285714285714,0.2734375
bokete_8694,  you said up this i  so by aliens and i is just last'  of! and the of    of. the. just right. world. so  i  a. them.. a-aaa,7,1,0.08094193,0.3290062,0.19277665016449425,1.6544916699876614e-308,1.6544916699876614e-308,1.6544916699876614e-308,5.90625
imgflip_92,"the is the  the i  thena  a   i , i  give you give.. i get there'0..  you is't work,...     the the the the the the the the than than the the the the  the",6,1,0.09000257,0.3290062,0.08823529411764706,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,7.0
