bleu_threshold,trainData_size,testData_size,train_loss,train_bleu,test_loss,test_bleu,save
0.05,203000,102276,4.012282943349754,0.23756357758620772,4.200191301584197,0.006069088597692154,V
0.05,203000,102276,3.556276169950739,0.21237738608374362,3.770862874046548,0.010352746675141784,V
0.05,203000,102276,3.4365855911330048,0.20170543411330025,3.7560935360844905,0.019164384901232165,V
0.05,203000,102276,3.3577078201970445,0.2095748922413791,3.7465498484255817,0.017464826178368895,V
0.05,203000,102276,3.3031988916256156,0.21265055418719278,3.726518188930178,0.021290552268726826,V
0.05,203000,102276,3.2651893472906406,0.21671513238916335,3.7170356199882653,0.02600845883043217,V
0.05,203000,102276,3.237550800492611,0.2170179341133013,3.707559162918052,0.035829319870917226,V
0.05,203000,102276,3.216196120689655,0.21725885160098504,3.702950811656562,0.038429157295130016,V
0.05,203000,102276,3.1979079433497537,0.21794080972906343,3.6970773029532564,0.04429472056522589,V
0.05,203000,102276,3.1826477832512317,0.2174008620689661,3.692010561314297,0.04565247286328965,V
0.05,203000,102276,3.1705387931034483,0.21706965825123173,3.690445922159202,0.04670631234109134,V
0.05,203000,102276,3.1595089285714284,0.2174079433497533,3.6817059456287895,0.048489450909446404,V
0.05,203000,102276,3.150009236453202,0.216951200738916,3.6826593976139255,0.049444583659299796, 
0.05,203000,102276,3.141557881773399,0.21675969827586222,3.6867665753960495,0.05113252982593393, 
0.05,203000,102276,3.1339670566502464,0.2172057419950747,3.6757804860160377,0.05290573660277726,V
0.05,203000,102276,3.1274245689655173,0.21665625000000072,3.6815684285155488,0.05442346714257777, 
0.05,203000,102276,3.1211299261083743,0.21692649322660082,3.674762859378056,0.05394108766868758,V
0.05,203000,102276,3.115023091133005,0.21676008312807915,3.6750531732837866,0.055247805838059966, 
0.05,203000,102276,3.109388854679803,0.21667556958128176,3.682411866810092,0.0559288211421866, 
0.05,203000,102276,3.1044996921182264,0.21682643165024607,3.6729109622530802,0.05579848547819294,V
0.05,203000,102276,3.099689039408867,0.21650323275862102,3.6751265157441817,0.05676553637786062, 
0.05,203000,102276,3.095564963054187,0.21645681958128143,3.676694210835126,0.05489331727948366, 
0.05,203000,102276,3.0914177955665023,0.21699145628078753,3.675132627615881,0.055015249119890565, 
0.05,203000,102276,3.0873645320197043,0.216584436576354,3.676397785057696,0.054441344367299034, 
