bleu_threshold,trainData_size,testData_size,train_loss,train_bleu,test_loss,test_bleu,save
0.05,50500,13000,2.880776608910891,0.681395111386138,4.543461538461538,0.274360576923077,V
0.05,50500,13000,0.5399690594059406,0.9161862623762376,4.5690625,0.2773834134615385, 
0.05,50500,13000,0.4753542698019802,0.920557549504949,4.546081730769231,0.27929447115384615, 
0.05,50500,13000,0.4322346844059406,0.9238558168316834,4.5596875,0.28173197115384613, 
0.05,50500,13000,0.41019337871287126,0.9252487623762358,4.583173076923077,0.27800600961538446, 
0.05,50500,13000,0.3956613551980198,0.9260708539603952,4.593341346153847,0.2743365384615382, 
0.05,50500,13000,0.3845579362623762,0.9266339727722764,4.546081730769231,0.2705444711538458, 
0.05,50500,13000,0.37650216584158414,0.9271571782178215,4.610288461538461,0.2742271634615387, 
0.05,50500,13000,0.3694798112623762,0.9274455445544555,4.547163461538462,0.2846153846153846, 
0.05,50500,13000,0.36307626856435643,0.927743502475248,4.561009615384616,0.27699399038461525, 
