image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,loss
sonicdrivein_807,"the the for instagramtok,, instagram in to our the to - your first  we� � the the,",7,1,0.059214555,0.45553017,0.23529411764705885,0.0625,2.2250738585072626e-308,2.2250738585072626e-308,4.90625
sonicdrivein_1018,andly the morning  perfect the side.   the,4,1,0.13219114,0.45553017,0.32206169703226534,1.6720924800836196e-308,1.6720924800836196e-308,1.6720924800836196e-308,5.03125
sonicdrivein_1892,"aate thehog day with with this -   on � off offurgers, here
-usety-urgers
 
 free included.
 toon are.
 be pre. any add.
 ends until1/2/29.  restaurants locations locationsin. supplies last",6,1,0.06387881,0.45553017,0.14466968296130062,1.5022034051533766e-308,1.5022034051533766e-308,1.5022034051533766e-308,4.46875
sonicdrivein_2034,"this best of a baby unicorny a big moment,  are get a a slush, but we.,,,,,,,,, is is the,,an the the the, the the",11,1,0.12502195,0.45553017,0.20833333333333334,0.043478260869565216,2.2250738585072626e-308,2.2250738585072626e-308,4.6875
sonicdrivein_1973,imelon  the a the. the   we’ll got a more reason to </ </ sonicwatermelonons# #   +03 off,2,1,0.36900845,0.45553017,0.10458938416503243,1.9781123889553905e-308,1.9781123889553905e-308,1.9781123889553905e-308,4.375
sonicdrivein_1909,the of of the wings on than one order an the,3,1,0.12273101,0.45553017,0.18181818181818182,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.96875
sonicdrivein_880,the new coffee is is you wrong out is! ��,1,1,0.057121437,0.45553017,0.10000000000000002,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,6.75
sonicdrivein_859,"the guys u! we you’ in the sonic market, we we be it the the? ��",8,1,0.053803407,0.45553017,0.3125,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,5.375
sonicdrivein_1194,"i firstiest thing the in the out way! �� ��� me/! your@0%5@22 get your1 059 for friesheds.s.s!,, the the the",7,1,0.04831608,0.45553017,0.15,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.15625
sonicdrivein_1143,the day   day night party the50  can to you ,3,1,0.049549736,0.45553017,0.19885318151430437,1.991083571408152e-308,1.991083571408152e-308,1.991083571408152e-308,5.71875
sonicdrivein_1713,i  a ball turkey in it is� of is is is the you need re going get to.�🍔�#t usety-urgers are   free included.  on are.  be pre. any orders.  ends for1//20/29. ,7,1,0.033439655,0.45553017,0.1080573901669183,1.4426140444735775e-308,1.4426140444735775e-308,1.4426140444735775e-308,4.53125
sonicdrivein_562,this the   the’ s the most thing one you’ in! ,3,1,0.0390525,0.45553017,0.27145122541078787,2.0133300850710214e-308,2.0133300850710214e-308,2.0133300850710214e-308,4.15625
sonicdrivein_462,"this�️ here in:�️ this this,  this a a big?e  your free-  sale today sale of today!.com today� scet# nyicswbler 
aaa",4,1,0.3308037,0.45553017,0.10000000000000002,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,5.90625
sonicdrivein_1178,""" of we we the new way to song that by the  the.  is, all,  strawberry strawberry cherry with will",3,1,0.04564465,0.45553017,0.1426844136751071,2.1165557258994466e-308,2.1165557258994466e-308,2.1165557258994466e-308,5.03125
sonicdrivein_1649,why’’ t have a in but you can buy a� a of. a cream.ob. day long! so is a the same thing.  to a own. a home$0 � ��♀️   promo to the 1stth 2029.  ,10,1,0.0348946,0.45553017,0.10327990855340563,0.05911644597332984,0.03657830094599782,0.012586082045934735,3.75
sonicdrivein_844,"i a  mask to, the%  a code you get the code s4.4 the app bar. � #   4  #kroute4 ",8,1,0.2686248,0.45553017,0.23686516480322609,2.002761447539757e-308,2.002761447539757e-308,2.002761447539757e-308,4.65625
sonicdrivein_1431,a you’’ t already it new cream yet yet yet your vanilla cream yet you’ to. your know.1food. it’re the,2,1,0.042033385,0.45553017,0.09512294245007143,2.1165557258994466e-308,2.1165557258994466e-308,2.1165557258994466e-308,3.515625
sonicdrivein_1198,1 new’  hot is the   the up the the place.   friends know them of with with us ! ��###aa,7,1,0.031863563,0.45553017,0.15351851632110208,1.622552677948798e-308,1.622552677948798e-308,1.622552677948798e-308,4.90625
sonicdrivein_411,i’ when you  re not the them? '' gude #dont2 ibes enn   the,1,1,0.07723954,0.45553017,0.07692307692307693,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.6875
sonicdrivein_658,"i., iceinky  the a� of  a store store",1,1,0.105905674,0.45553017,0.09735009788392564,1.7328892633971685e-308,1.7328892633971685e-308,1.7328892633971685e-308,4.625
sonicdrivein_1141,aary  ics for a! to make and super like on any  or treat..  your shop below the to get your recipe,8,1,0.059122555,0.45553017,0.3302391999048311,0.13003168496252726,0.04562515261843061,1.928867353251809e-308,5.03125
sonicdrivein_1233,the�  like your�    you get’ t forget. �  the,0,1,0.09469782,0.45553017,0.0,0.0,0.0,0.0,4.53125
sonicdrivein_1282,it is to shoes you’? favorite? ,0,1,0.25536767,0.45553017,0.0,0.0,0.0,0.0,5.75
sonicdrivein_1398,i is over here of school is still. i school are still for day long! so on out us! ��️ ,8,1,0.03868425,0.45553017,0.3499999999999999,0.05263157894736841,2.2250738585072626e-308,2.2250738585072626e-308,3.984375
sonicdrivein_869,"i��  you can the -  andcolored  salmon, would you like to try on the �� ",4,1,0.119322166,0.45553017,0.18710139700632356,0.06682192750225839,2.081572136844798e-308,2.081572136844798e-308,4.34375
sonicdrivein_1002,i  from the  from '' ’s kiss* ���🍳 ,2,1,0.24245535,0.45553017,0.25,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.0
sonicdrivein_1647,""" know your heart. but you’ s time to crush your taxesurgers.  your, delicious, and theche,urgers. week long. and 12th.  day.. 

 linerons-urgers are 
 waiting on
 day included.
 toon:.",7,1,0.050592877,0.45553017,0.0846680917129044,0.02926798232051017,0.015196836974111049,8.791662017603687e-309,4.15625
sonicdrivein_1242,"i i’re not going, the, we' know to things who our lives. make our.  you we're doing the day all2 achesvery daylyip day.. ",3,1,0.040048335,0.45553017,0.11448439999332813,1.952977883179e-308,1.952977883179e-308,1.952977883179e-308,4.34375
sonicdrivein_2236,"itratulations! youelson,   got the the best most the inner team teamoff!  the the theanan,,, the the the the the the the the the the the, the the, the the the   the,, the the",22,1,0.098010786,0.45553017,0.0909090909090909,0.03125,2.2250738585072626e-308,2.2250738585072626e-308,5.28125
sonicdrivein_2044,"auno. @ iicious,  the a for the air fridge kitchen! ",2,1,0.30325404,0.45553017,0.10000000000000002,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.625
sonicdrivein_1031,"you your eyes and this  re not the new game, the saturday summer afternoon, and you iss screaming a itchy-out dream. their. � ",5,1,0.1423074,0.45553017,0.17391304347826086,0.04545454545454546,2.2250738585072626e-308,2.2250738585072626e-308,3.78125
sonicdrivein_1577,@  dreams be filled good as may days!  ! the team of friends!@ il.   �💄�� our shop,5,1,0.6522447,0.45553017,0.21917318147455309,1.6581001563886476e-308,1.6581001563886476e-308,1.6581001563886476e-308,5.0
sonicdrivein_594,"i know to? you got a soup, you",3,1,0.1415172,0.45553017,0.25,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,4.84375
sonicdrivein_953,"when,, the moment, just�  are you the your mind cart? ",1,1,0.060344,0.45553017,0.07408182206817181,1.6483752567447546e-308,1.6483752567447546e-308,1.6483752567447546e-308,4.8125
sonicdrivein_1322,"when this, the  of  day!! � �  #theofday     ",0,1,0.1989267,0.45553017,0.0,0.0,0.0,0.0,5.75
sonicdrivein_2202,a’ s a a to  of for! day! '' funlove  for@ theaging ,1,1,0.29561797,0.45553017,0.08333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,5.28125
sonicdrivein_1687,the’ re got got to   who’ knows the on we a own friend and get to the. a200...,4,1,0.034862235,0.45553017,0.141080287481769,1.8834843577582417e-308,1.8834843577582417e-308,1.8834843577582417e-308,4.75
sonicdrivein_1866,"when a drink bit and this ice post of’ s just good! just up break of it new   ice ice the the the the,",3,1,0.045353338,0.45553017,0.12500000000000003,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.9375
sonicdrivein_402,@ york: new is like #   ,1,1,0.46601653,0.45553017,0.16666666666666669,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,6.0625
sonicdrivein_1413,it you say the �� ��🚒� they is is so fire? #    prise ,3,1,0.08129587,0.45553017,0.15384615384615385,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.0625
sonicdrivein_2141,d out out the new at the county!-!  re going ailed up! the1:1!! theisco! ,3,1,0.052402563,0.45553017,0.1153025352864842,1.7958965995989704e-308,1.7958965995989704e-308,1.7958965995989704e-308,4.65625
sonicdrivein_1097,we� we new# are are. special is fries is is now to the favorite. our. # night  ��,4,1,0.040844288,0.45553017,0.11111111111111109,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,5.6875
sonicdrivein_897,"``at  i got up it�  thetime-. now. ny...com. </
# to? to buy at  $ 0  sale you go usy smiles for kids’s children. ���💫 Qi  for october 1",4,1,0.10245664,0.45553017,0.04575520401679033,7.38113135526093e-309,7.38113135526093e-309,7.38113135526093e-309,4.28125
sonicdrivein_1503,"the  way of the year is coming dayup! �🍊�! who’ makes your food. � # annyd pic 0,,",5,1,0.5039977,0.45553017,0.2777777777777778,0.0588235294117647,2.2250738585072626e-308,2.2250738585072626e-308,4.4375
sonicdrivein_1719,"i you see get to the  of the day, you’’ t be to  of chili to just’ll need a ice creamcream margarita refreshing drink.,, the the the  the the the the the the the the the the",25,1,0.040739924,0.45553017,0.2702702702702703,0.11111111111111109,0.028571428571428577,2.2250738585072626e-308,2.609375
sonicdrivein_1138,the says s the the party? i’s the mom or treat!!  you ready up? halloween? ��# my  below the to get your special costumescakeache pack! a###aaaa,10,1,0.07544524,0.45553017,0.2492972134806236,0.03703844314569265,2.060331790082205e-308,2.060331790082205e-308,4.34375
