focalLoss,contrastive_loss,loss
0.08801991492509842,0.6749141812324524,1.5551133155822754
0.10226362198591232,0.807145893573761,1.8297820091247559
0.10137081891298294,0.8038736581802368,1.8175818920135498
0.08411981165409088,0.6001377105712891,1.4413357973098755
0.08860744535923004,0.6009292602539062,1.4870036840438843
0.09797807037830353,0.8044642806053162,1.7842450141906738
0.08486488461494446,0.6016317009925842,1.4502805471420288
0.08454601466655731,0.5126394033432007,1.3580995798110962
0.0878250002861023,0.734647274017334,1.612897276878357
0.09526388347148895,0.7740582227706909,1.7266970872879028
0.06678836047649384,0.29077616333961487,0.9586597681045532
0.08402679860591888,0.6746416687965393,1.5149097442626953
0.0790519267320633,0.6033099889755249,1.3938292264938354
0.07038518786430359,0.5094571113586426,1.2133090496063232
0.09118787944316864,0.7281373143196106,1.6400160789489746
0.10200204700231552,0.7706238031387329,1.7906442880630493
0.0840245932340622,0.6746623516082764,1.5149083137512207
0.10906442999839783,0.797452449798584,1.888096809387207
0.11575322598218918,0.7971299886703491,1.9546622037887573
0.0846162885427475,0.6738751530647278,1.52003812789917
0.09329311549663544,0.7309787273406982,1.663909912109375
0.08517508208751678,0.6762728691101074,1.5280237197875977
0.09276574850082397,0.7327834367752075,1.6604409217834473
0.10037846863269806,0.774152398109436,1.7779370546340942
0.10050331056118011,0.7729142904281616,1.7779474258422852
0.06843528896570206,0.5141376256942749,1.1984905004501343
0.0925295501947403,0.7308762073516846,1.6561716794967651
0.09018756449222565,0.7319983243942261,1.6338739395141602
0.09260416030883789,0.7324857711791992,1.6585273742675781
0.08509106934070587,0.6733546853065491,1.5242652893066406
0.08490684628486633,0.6745423078536987,1.5236108303070068
0.07781072705984116,0.6014755368232727,1.3795828819274902
0.07531881332397461,0.6008895635604858,1.354077696800232
0.08254885673522949,0.6666213274002075,1.4921098947525024
0.08784249424934387,0.7320730686187744,1.6104979515075684
0.06578384339809418,0.4056294560432434,1.0634679794311523
0.0847005546092987,0.6767958998680115,1.5238014459609985
0.09333115816116333,0.7716651558876038,1.7049767971038818
0.07080011069774628,0.5128754377365112,1.2208765745162964
0.07236044108867645,0.5120764970779419,1.2356809377670288
0.08319022506475449,0.6762276887893677,1.5081299543380737
0.09383375197649002,0.7641213536262512,1.7024588584899902
0.10091787576675415,0.8057716488838196,1.8149504661560059
0.0823831856250763,0.673749566078186,1.4975814819335938
0.0801490992307663,0.5189274549484253,1.3204184770584106
0.08870857208967209,0.7314282655715942,1.618514060974121
