image_id,caption,fitCount,gtNum,fluency,diversity,humor_score,humor,benign
sonicdrivein_80,i just can’t believe this is the official # pic of our new menu.,3,1,0.95661527,0.49194863,0.6809354424476624,1,-4.6482334
sonicdrivein_2052,a guy who thought he was going to get a job with an ice cream shop and then decided that's when i got this.,0,1,0.9492294,0.49194863,0.5964164137840271,1,-8.843022
sonicdrivein_780,"when your boss tells you to make a burger and then says, i don't know what it is.",1,1,0.9525509,0.49194863,0.8465597629547119,1,-8.245281
sonicdrivein_877,"in the car wash, we have 30 minutes to clean out all of our beer cans.",0,1,0.97528505,0.49194863,0.3528814017772674,0,-8.799799
sonicdrivein_1729,"it’ s like, “ we need to get this out of here.",1,1,0.820253,0.49194863,0.6703376770019531,1,-8.367537
sonicdrivein_486,i bought this for my sister in law who is 30 years old and can t stop thinking about her.,2,1,0.9323611,0.49194863,0.4288287758827209,0,-4.5854197
sonicdrivein_1635,when you order a @ chadribon ice cream and get an extra scoop.,3,1,0.8441234,0.49194863,0.0414023026823997,0,-9.143122
sonicdrivein_594,i'm not going to tell you what i’ m thinking about this.,1,1,0.9759232,0.49194863,0.6115039587020874,1,-8.71127
sonicdrivein_135,you’ re not here to eat any more ice cream.,1,1,0.9773602,0.49194863,0.6523824334144592,1,-8.890156
sonicdrivein_1849,im the most crazy person on this planet.,1,1,0.93322515,0.49194863,0.6176064014434814,1,-8.988263
sonicdrivein_1459,"and then, and 't the most expensive pizza in town.",1,1,0.1672023,0.49194863,0.2527665793895721,0,-0.0012567488
sonicdrivein_316,the car i’ m going to drive in is called “ tonics# one” but we all know that it doesn’ t exist.,1,1,0.9618395,0.49194863,0.2599438428878784,0,-6.9491687
sonicdrivein_2181,"when we were at the party, i was so excited to see all of you but when it came time for my mom she just said.",1,1,0.5167528,0.49194863,0.1885958462953567,0,-9.393758
sonicdrivein_1755,the strawberry watermelon ice cream is the best of this summer.,1,1,0.9717442,0.49194863,0.6315164566040039,1,-6.8355403
sonicdrivein_1765,a 30-second video of a dog doing this is the perfect way to get your mind off work.,2,1,0.9500079,0.49194863,0.2110528498888015,0,-0.011955746
sonicdrivein_1138,my mom says she's not hungry.,0,1,0.9760966,0.49194863,0.5117043256759644,1,-9.301844
sonicdrivein_842,"i'm not going to make you a sandwich, but i’ m gonna get the best one in your house.",5,1,0.96686447,0.49194863,0.3366116285324096,0,-0.13801548
sonicdrivein_204,but this is what we get for the price of a burger# u2019; like.,1,1,0.73578227,0.49194863,0.2297199517488479,0,-8.6119585
sonicdrivein_478,"when i was 13 and my first date, we were at a restaurant that smelled like french fries.",1,1,0.9786081,0.49194863,0.2374833673238754,0,-9.268275
sonicdrivein_1197,"you can get a big, delicious taco at the end of your shift.",1,1,0.98382217,0.49194863,0.1838147789239883,0,-8.0458355
sonicdrivein_1566,the app that tells you what u’ re going to eat next and when it says “ no more ice cream” is the worst.,3,1,0.72677124,0.49194863,0.3300409018993377,0,-8.556165
sonicdrivein_532,"i've been trying to find a dog that would eat my leftovers for weeks, and i just can’ t believe it.",3,1,0.9741047,0.49194863,0.1620265245437622,0,-8.705938
sonicdrivein_614,this is the first time i’ ve seen this in 20 years.,3,1,0.96774375,0.49194863,0.776823103427887,1,-8.870187
sonicdrivein_926,it's not like we have a plan.,1,1,0.97553253,0.49194863,0.2605020403861999,0,-8.989549
sonicdrivein_344,"i love you, because it makes me feel so much better.",1,1,0.97029805,0.49194863,0.901701271533966,1,-9.527969
sonicdrivein_339,"this is the moment we finally get to use our new, and i was so excited.",5,1,0.89784,0.49194863,0.657766580581665,1,-9.044312
sonicdrivein_2095,i'm not gonna do it.,0,1,0.97327834,0.49194863,0.8351479172706604,1,-8.987202
sonicdrivein_1084,we’ re not done! we are about to sonic the jimmy.,2,1,0.81459516,0.49194863,0.0604256652295589,0,-0.00089378934
sonicdrivein_1854,this is what it looks like when ur gonna get your.,0,1,0.5410112,0.49194863,0.8243392109870911,1,-9.036134
sonicdrivein_789,"a 30-year old man who works at the food court, a 25 year woman and their dog are in an uproar.",0,1,0.924798,0.49194863,0.1028476506471633,0,-1.2057968
sonicdrivein_89,it’ s # doggertuesday so we hope you can have a good one.,0,1,0.876108,0.49194863,0.6067027449607849,1,-9.200697
