bleu_threshold,trainData_size,testData_size,train_loss,test_loss,train_bleu,test_bleu,save
0.05,162050,40520,2.712137531627993,2.8111619262092793,0.2506132745001239,0.013817636352418564,V
0.05,162050,40520,2.334870537367317,2.389857632033564,0.16938574194643405,0.021218688302073116,V
0.05,162050,40520,2.273538748148605,2.2965125246791707,0.14003621790915824,0.021036679417571594,V
0.05,162050,40520,2.242787274746976,2.2677246575765055,0.14054265150580114,0.022087472235932843,V
0.05,162050,40520,2.224983028881758,2.2609937993583418,0.1384678358738579,0.021743120681145093,V
0.05,162050,40520,2.2136065940508516,2.2380344582922014,0.13893810941742774,0.026089739634748282,V
0.05,162050,40520,2.2042305333559615,2.233098624136229,0.13906356069489076,0.027107369817374116,V
0.05,162050,40520,2.195229572944952,2.2248118213228034,0.13826553243026432,0.027064952492596262,V
0.05,162050,40520,2.187515910423352,2.22468456934847,0.13766315415946612,0.027683088598223136,V
0.05,162050,40520,2.1837885321525548,2.2171612783810466,0.13686204023697865,0.029416800345508393,V
0.05,162050,40520,2.179664839700074,2.2302547353158935,0.1371946162984442,0.02962503084896351, 
0.05,162050,40520,2.1714560255183906,2.2256177504935835,0.13744214391508278,0.032141149432379064, 
0.05,162050,40520,2.167521329609973,2.2287354238647583,0.13708922179708688,0.03301610315893389, 
0.05,162050,40520,2.16417098015922,2.233044638450148,0.13722614786472498,0.036205885982230984, 
