image_id,caption,humor_score,humor,image_id,caption,humor_score,humor,image_id,caption,humor_score,humor,image_id,caption,humor_score,humor,image_id,caption,humor_score,humor,image_id,caption,humor_score,humor
sonicdrivein_290,when you post a new tweet and it's the first thing that pops into your head.,0.9975501894950867,1,sonicdrivein_65,`` i'm going to get a dog.,0.7330964207649231,1,sonicdrivein_742,"you know, i'm not going to eat this.",0.9966187477111816,1,sonicdrivein_91,"a new study shows that the most popular emoji on instagram is a, and it’ s not just for cats.",0.9981618523597717,1,sonicdrivein_283,"the new menu is here! </s> the only thing i can say about it, this will be a huge hit.",0.4710782468318939,0,sonicdrivein_376,"you know when you’ re in the mood for something sweet, this is your go-to recipe!.",0.9956125020980835,1
sonicdrivein_522,"when you’re about to buy a new car, i will show it in your hand.",0.981046736240387,1,sonicdrivein_373,"when i was talking to my mom about the new grocery store and she said, `` oh no we don’ t have any milk! lol.",0.9917175769805908,1,sonicdrivein_446,the best way to celebrate the # nationalholiday is by eating a hot dog.,0.09407394379377365,0,sonicdrivein_457,i love you so much! i'm not going to be here for a long time.,0.9566215872764587,1,sonicdrivein_670,the only thing i want to eat is a # baconburger.,0.7521165013313293,1,sonicdrivein_571,and i’ m gonna say this: '' we know what you mean.,0.6959440112113953,1
sonicdrivein_344,"i'm not a fan, but i love you! and the only way to get me like is by buying this post.",0.9429189562797546,1,sonicdrivein_495,the # one of the most popular posts on this site! it’ s a new post for you.,0.7194814682006836,1,sonicdrivein_496,the 10 best new iphone ads of all time.,0.9854139089584351,1,sonicdrivein_1199,the # dayofmylife is coming up on march 15th.,0.9949404001235962,1,sonicdrivein_1384,"a, who is just as good at making you feel better.",0.9858072996139526,1,sonicdrivein_670,the only thing i want to do is eat this.,0.9107725024223328,1
sonicdrivein_69,#1.,0.9890798926353455,1,sonicdrivein_497,@ #foodporn: i love this burger.,0.9795182347297668,1,sonicdrivein_1594,it’ s not the best way to get a good night sleep.,0.9079188108444214,1,sonicdrivein_497,the only thing i can think of is to get a burger and fries.,0.9977157115936279,1,sonicdrivein_344,"i love you, i like to be the one who is always there for u.",0.9993158578872681,1,sonicdrivein_798,the first thing you think when your kids are in bed is : i love my dog!# dogsarebetterthancats.,0.11648962646722794,0
sonicdrivein_414,"i'm not gonna lie, but i think this is the best way to keep your kids entertained for a week.",0.9971956014633179,1,sonicdrivein_786,"a, a day in the life of an intern at disneyland.",0.9427952170372009,1,sonicdrivein_80,i’m not a fan of this movie.,0.9999490976333618,1,sonicdrivein_89,the best way to celebrate the summer months is by eating ice cream.,0.9773392081260681,1,sonicdrivein_491,the's a new puppy! it has the most perfect smell.,0.9023496508598328,1,sonicdrivein_522,"when you’ re about to buy a new dog food, check out this video! </s> ➡️# sonicdogfoodhttps://t.",0.6946911215782166,1
sonicdrivein_163,`` i'm not going to be a restaurant.,0.9875946044921875,1,sonicdrivein_505,1.,0.9988484382629395,1,sonicdrivein_143,the # foodpanda is the only place where you can get your favorite foods delivered in a day! we’ ll deliver them to your door.,0.21700140833854675,0,sonicdrivein_234,the only thing that will make you feel like a dog is this.,0.9998375177383423,1,sonicdrivein_408,we all know what it feels like to be hungry.,0.7812366485595703,1,sonicdrivein_645,"a, a and b are the best! we’ re just not sure what they want to do with them.",0.8362091779708862,1
sonicdrivein_571,"and i'm gonna have a little bit of ice cream, and we’re going to get it! ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪",0.28226470947265625,0,sonicdrivein_78,1.,0.9994497895240784,1,sonicdrivein_596,we have a new flavor of the day.,0.9822739958763123,1,sonicdrivein_408,the first day of school is here! we have a lot to look forward... the best days are coming up for you and your friends.,0.003623148426413536,0,sonicdrivein_572,i’ m going to be a jack in the box.,0.0180064607411623,0,sonicdrivein_457,"we’ re not going to be here for a while, so i ‘m just gonna keep you coming up with your own ideas.",0.9960929751396179,1
sonicdrivein_1384,"i'm not a mom, but i’ve been trying to find out what my son likes and when he does n’t like it.",0.3703126609325409,0,sonicdrivein_290,when you’ re like to say “ i love your ice cream” and they get a little bit more serious about it.,0.9662678837776184,1,sonicdrivein_505,1.,0.9988484382629395,1,sonicdrivein_491,the # emoji is the future! it’ s not just for kids anymore.,0.8898439407348633,1,sonicdrivein_780,a's a burger that is so good you can’ t help but to eat it.,0.9967610239982605,1,sonicdrivein_65,this is my new favorite dog biscuit! '' i’m so happy to have you as a pet.,0.08670396357774734,0
sonicdrivein_497,"today i saw a 30-year old man in the store, and he was looking at me.",0.9995161294937134,1,sonicdrivein_376,"you know, i'm not a fan of this.",0.9999749660491943,1,sonicdrivein_65,this is the most delicious cheesecake i’ve ever made.,0.8731929063796997,1,sonicdrivein_534,"a, a and an.",0.34115657210350037,0,sonicdrivein_80,i’m not a fan of this movie.,0.9999490976333618,1,sonicdrivein_786,a's a day of the week for all those who are just as good at getting to know you.,0.9474068880081177,1
sonicdrivein_780,a's a guy who just did n’t post his blog for like two hours and then he was on the road to get it off.,0.9985589385032654,1,sonicdrivein_1199,the # of the day is june! we are going to make a ton more money on our first ever sale.,0.28595873713493347,0,sonicdrivein_645,"a, a and b are the best! we’ re not going to be able to get them out of your way.",0.27297890186309814,0,sonicdrivein_69,the first thing i think when you walk into a restaurant and see this menu is's not spicy.,0.9667997360229492,1,sonicdrivein_1594,it’ s not the best time of year for a lot o ‘s.,0.7419019937515259,1,sonicdrivein_690,"a, a and an.",0.9991217255592346,1
sonicdrivein_1502,"the first time i saw this, my mom said `` you know what it is? and the other guy was on a mission.",0.7597581744194031,1,sonicdrivein_893,"i'm not a fan of the meme, but i am.",0.9060739874839783,1,sonicdrivein_495,the new # momofmyday post is here! the best way to celebrate your birthday this year.,0.23222865164279938,0,sonicdrivein_85,the # baconchallenge is here! the best way to celebrate your birthday this year.,0.6820687055587769,1,sonicdrivein_497,the only thing i can think of is to get a burger and watch the game.,0.9982128143310547,1,sonicdrivein_691,the # whysurmom is the best thing in this world.,0.00263691577129066,0
sonicdrivein_51,a:'s a good idea for the rest of us.,0.998354971408844,1,sonicdrivein_784,"when you’ re done with your day, i want to say thank / for all the people who make it possible.",0.22027704119682312,0,sonicdrivein_163,i’ m not going to be in the restaurant.,0.9951229691505432,1,sonicdrivein_572,"i’ m not a dog, but i know what you all are thinking: “ we need to be able to eat this.",0.008710959926247597,0,sonicdrivein_51,"when i was 10 years old, my mom told me to be a little more confident.",0.9987509250640869,1,sonicdrivein_832,it's not about the size of your jeans but how you look in them.,0.028410131111741066,0
sonicdrivein_832,so i just got a little bit of fun and the's on my way to work.,0.11238758265972137,0,sonicdrivein_91,a new study shows that 1 in every 5 people who get a covid vaccine are more likely to die from the virus than those without it.,0.9997071623802185,1,sonicdrivein_408,the first thing i want to do is get a new job.,0.6840677857398987,1,sonicdrivein_691,the # unicornofinstagram is the one who’ s got a white beard and an emoji in their mouth.,0.0010586173739284277,0,sonicdrivein_2031,"what if we don't have a "" no more coffee?"" and the answer is yes! this morning will be like hell.",0.054124850779771805,0,sonicdrivein_486,"i wrote a letter to my mom and she said, `` you know what i do?# the black cat is me.",0.9929103255271912,1
sonicdrivein_491,"f you just got a new car, and i'm going to get the next one! this is my boyfriend.",0.9893941283226013,1,sonicdrivein_560,a new year is coming up in 2017.,0.9586659669876099,1,sonicdrivein_98,the # icecream is now on sale! get your free delivery by thursday.,0.9233909845352173,1,sonicdrivein_798,the first thing you think when your kids are in bed is : i love my dog!# dogsarecool pic.,0.016164077445864677,0,sonicdrivein_691,"the # unicornofinstagram is the one that you can’ t eat with your mouth, but it doesn't have to be a human.",0.00022029590036254376,0,sonicdrivein_290,you know when you’ re about to order your favorite drink and they say “ i hope it comes in a burger” so that makes me happy.,0.9893660545349121,1
sonicdrivein_786,"i'm not a dentist, but i can do it for you.",0.9904830455780029,1,sonicdrivein_98,"you’ re not going to like this, are you? </s> i know it is a good idea.",0.9998290538787842,1,sonicdrivein_585,"what’ s with you? what is your favorite emoji to use when ordering food at a restaurant or on an app like grubhub, picnickers and more.",0.006579522043466568,0,sonicdrivein_495,the new # momofmylife is coming out on march 1st! the first day of our annual mother’s week.,0.09398108720779419,0,sonicdrivein_98,"the, the new york times has a free trial for next week.",0.9995037317276001,1,sonicdrivein_496,1.,0.999461829662323,1
