image_id,caption,humor_score,humor,image_id,caption,humor_score,humor,image_id,caption,humor_score,humor,image_id,caption,humor_score,humor,image_id,caption,humor_score,humor,image_id,caption,humor_score,humor
sonicdrivein_290,it's not a bad idea to have more than one tweet per day so you can keep your eye on it.,0.595630943775177,1,sonicdrivein_65,`` i'm going to give you a taste of my chocolate ice cream.,0.3551425635814667,0,sonicdrivein_742,we're not going to let you down.,0.44209781289100647,0,sonicdrivein_91,this is the first time i’ ve posted a post with an emoji in it.,0.8211295008659363,1,sonicdrivein_283,"when you’ re at a restaurant and the waiter asks, “ what would u like to order? just point your phone in front of them.",0.1331784874200821,0,sonicdrivein_376,"you know when you’ re in the mood for something sweet, this is your go-to.",0.5813499093055725,1
sonicdrivein_522,i'm going to show you how it works.,0.10789770632982254,0,sonicdrivein_373,"when i went to the grocery store and saw this ad for a 30% discount on bread rolls, but it said they had no gluten in them! lol!! 🤣🤷‍♂️👨🏻🧑🏽💰🎉🍞🥗🌿 🌱 🍜 🥤 😭😳😂 😂🙌",0.08963800221681595,0,sonicdrivein_446,"it’ s the time of year to get your hair done, and it's not just about looking good but also feeling great too! 🧖‍♂️ pic.",0.058623701333999634,0,sonicdrivein_457,"we’ re not going to be here for the rest of your life, but we are gonna make sure you have a good time! </s>
What is it with this picture? I don't know what that means.",0.005964958108961582,0,sonicdrivein_670,the only thing i want to eat for breakfast is a bacon and egg sandwich.,0.2838824391365051,0,sonicdrivein_571,and you know what? i'm going to take a bite out of it.,0.13805660605430603,0
sonicdrivein_344,"i don't know if you like it or not, but i'm going to post this meme every day for the rest of my life.",0.6477426290512085,1,sonicdrivein_495,"for the first time ever, we're going to have an ice cream party.",0.24511632323265076,0,sonicdrivein_496,10% of all the people on this page have never been to a burger shop before.,0.38292333483695984,0,sonicdrivein_1199,"when i was 10 years old, my mom told me to get a dog.",0.9154130220413208,1,sonicdrivein_1384,"it's not about what you look like, it’ s who u are.",0.1068979799747467,0,sonicdrivein_670,"the only thing i want to say is, `` oh my god.",0.27734726667404175,0
sonicdrivein_69,#1.,0.4258958101272583,0,sonicdrivein_497,"this is the #1 thing that makes me want to buy a new phone, and i don't know why.",0.6468130946159363,1,sonicdrivein_1594,it’ s the best time of my life.,0.33181506395339966,0,sonicdrivein_497,the only thing i couldn't stop thinking about was this.,0.9253321886062622,1,sonicdrivein_344,"i'm not sure if you like it or i do, but this is the best ice cream ever.",0.40200382471084595,0,sonicdrivein_798,this week we're going to be talking about things that make you sweat a little bit.,0.20078308880329132,0
sonicdrivein_414,`` i'm going to kill you.,0.6742458343505859,1,sonicdrivein_786,"i'm not a dentist, but i know what it feels like when you get your teeth whitened for the first time in years.",0.4372301399707794,0,sonicdrivein_80,"it’ s like, “ i love you so much.",0.8952295780181885,1,sonicdrivein_89,what’ s your favorite ice cream flavor? </s> what do you like to eat for breakfast on a hot summer day.,0.12114004790782928,0,sonicdrivein_491,"yes, i don't like this.",0.8467814922332764,1,sonicdrivein_522,"today's your day, everyone’ s going to have a ton of fun with our best-selling product for the month of march! it will be called 👨🏻👩🏽🧑‍💻🤷‍♂️🎉# 🦅🥳🍰
Q: what is on sale in march? A:",0.0015399744734168053,0
sonicdrivein_163,`` i'm not going to be a restaurant.,0.7457042932510376,1,sonicdrivein_505,i'm here to show you how easy it is.,0.2337048053741455,0,sonicdrivein_143,"we're not going to be here all day, but we are.",0.859707236289978,1,sonicdrivein_234,what do you think of this? </s> it’ s the best ice cream ever.,0.6343320608139038,1,sonicdrivein_408,we all know what it feels like to be hungry.,0.5718128085136414,1,sonicdrivein_645,"`` we're going to make sure you know what it feels like when they walk in the front door! '' he said, with a big grin on his face.",0.19241006672382355,0
sonicdrivein_571,"and i'm like, you know what? this is the best ice cream bar in all of north america.",0.08210980892181396,0,sonicdrivein_78,"if you're looking for something fun to do in your free time, here’s a list of the most ridiculous things people say when they get home from work or school.",0.23664507269859314,0,sonicdrivein_596,it's my first day of school.,0.8391656875610352,1,sonicdrivein_408,we all know what it feels like to be hungry.,0.5718128085136414,1,sonicdrivein_572,today i’ m going to show you what it feels like when your dog's mouth is full of food after a hard day at the office.,0.13494469225406647,0,sonicdrivein_457,"i love you so much, but i don’ t know what to do with it.",0.2594069838523865,0
sonicdrivein_1384,"i can't say no to this, but i.",0.04012077674269676,0,sonicdrivein_290,"when you’re on your way home from work and someone says, “ i hope this is the best day of my life” it makes me smile.",0.6703827381134033,1,sonicdrivein_505,"this is what it looks like when you don't eat your french fries: </s>🍟🥔<sup style=""font-size:'12px'>french fry&lt;br/&gt;&nbsp;<i class='fa fa-hamburger'></i></su>&amp;#x3c94;</p><img src=",0.01256177294999361,0,sonicdrivein_491,"yes, i don't like this.",0.8467814922332764,1,sonicdrivein_780,"for the first time in 2017, we’re going to be doing our own version of this meme.",0.3306180238723755,0,sonicdrivein_65,this is the most delicious cheesecake i’ve ever had! </s> my girlfriend and I just can not get enough of it.,0.010885988362133503,0
sonicdrivein_497,"yeah, i'm not a fan.",0.8370645642280579,1,sonicdrivein_376,"in 2019, the world’s most popular food brand was named after me! so you know what i mean.",0.2759840786457062,0,sonicdrivein_65,this is what i got for my 20th birthday.,0.34595414996147156,0,sonicdrivein_534,"when you can’t decide what ice cream flavor to get because there are so many of them! </s>
10,539👍268💰""
### Questions and Detailed Answers Related to the Extract:
#### Question 1: What does it mean when someone says they had a bad day at work?
**Answer",0.013899391517043114,0,sonicdrivein_80,"it’ s like, “ i love you so much.",0.8952295780181885,1,sonicdrivein_786,i know what you’ re thinking.,0.6716016530990601,1
sonicdrivein_780,i'm not going to tell you about this but i was on my way home from a bar and they were laughing at me for the first time in years.,0.38199687004089355,0,sonicdrivein_1199,"when i was 10 years old, my mom told me to get a dog.",0.9154130220413208,1,sonicdrivein_645,"`` i'm not sure if this is the best place to put an ice cream cone, but it does n’t matter.",0.4270273745059967,0,sonicdrivein_69,"dude, i know what you’ re thinking.",0.6967247128486633,1,sonicdrivein_1594,it’ s not the only thing i can think of when you hear “ this is my mom 😂😂🤷‍♂️👨🏻🧑🏽💕#momofthemonth pic.,0.05004487559199333,0,sonicdrivein_690,"for the 1st time in almost a decade, we’ re going to be having an ice cream sundae.",0.3076058626174927,0
sonicdrivein_1502,"a lot of people are freaking out about it, but i'm just trying to tell them the truth.",0.09347232431173325,0,sonicdrivein_893,"i'm not going to say this, but i am n’t sure if we can do it.",0.2825549840927124,0,sonicdrivein_495,"for those of you who can’ t wait to get your hands on this new album, check it out now! </s> https://t.",0.06062852963805199,0,sonicdrivein_85,you know what i’ m going to do? </s> go for a run with your dog! this is the best way to get some exercise and fresh air.,0.022330906242132187,0,sonicdrivein_497,the only thing i couldn't stop thinking about was this.,0.9253321886062622,1,sonicdrivein_691,i've got a few things for you.,0.0221269391477108,0
sonicdrivein_51,"i'm not going to post this tweet today, but i do n’t want my friends and family on the same page as me.",0.5143421292304993,1,sonicdrivein_784,"in the end of 2019, we’ ll be able to say goodbye to all those who made it through this year.",0.059986211359500885,0,sonicdrivein_163,"i'm not going to be in the restaurant, but i’ m sure you know where we are.",0.8819636106491089,1,sonicdrivein_572,"we’ re going to do a 30-second roundup of the top trending memes for this week, and we have no idea what they are.",0.010861847549676895,0,sonicdrivein_51,"when i was a kid, my mom told me not to ask for 30 minutes of sleep in one night.",0.6396828293800354,1,sonicdrivein_832,"it's not about the size of your jeans or what you wear on them, it ’ s just how much fun i had dressing up as a little girl at my sister#39; birthday party last year.",0.06094028055667877,0
sonicdrivein_832,"so, i'm not going to do this.",0.3192440867424011,0,sonicdrivein_91,"when you see a post like this, it’ s time to stop scrolling and start reading! </s> 👍👌😊🙏💪🏽— 📚📖🗣️🤷‍♂🎉🐶🍦🥔🌱❤️☺❓⛲🏻🔴🔥 <3",0.1570110321044922,0,sonicdrivein_408,"we all know what it feels like to be stuck at home with no food, but we're here for you.",0.09627377241849899,0,sonicdrivein_691,"i'm not going to tell you what it is, but i’ m pretty sure this one will be the most popular on instagram of all time.",0.005527004599571228,0,sonicdrivein_2031,"for those of you who don’ t know what we mean, here are a few things to keep in mind when ordering your coffee: </s> ☕️☔️🍫.",0.02707146853208542,0,sonicdrivein_486,"when you go to the store and there is no ice in your drink, don't ask for it.",0.7036455869674683,1
sonicdrivein_491,`` i love you so much! </s> this is my new boyfriend.,0.4162483811378479,0,sonicdrivein_560,"if you're going to buy a new phone this year, make sure it has at least one emoji on the home screen.",0.19751520454883575,0,sonicdrivein_98,"you’ re not going to like this, are you? </s> just call me on your phone and we can talk about it.",0.6332288384437561,1,sonicdrivein_798,this week we are going to be talking about the 1980's and what they were like back then.,0.32004237174987793,0,sonicdrivein_691,"i'm not going to tell you what it is, but i’ m pretty sure this will be the most popular app of all time.",0.01179756224155426,0,sonicdrivein_290,"you know when you’ re about to order a burger and the cashier says, “ we only have one left on this side of it.",0.7569372653961182,1
sonicdrivein_786,"i'm not a dentist, but i don't know what to say about it.",0.8185850977897644,1,sonicdrivein_98,"you’ re not going to like this, are you? </s> i know it sounds weird but we need your help.",0.5263195037841797,1,sonicdrivein_585,what’ s with you? what's on your mind when it comes to the new season of monty python and the holy grail.,0.08346661925315857,0,sonicdrivein_495,"for those of you who can’ t wait to get your hands on this, we've got a ton more coming soon! just in time for mom day.",0.00985573697835207,0,sonicdrivein_98,"you’ re not going to like this, are you? </s> don’ t worry about it.",0.6907332539558411,1,sonicdrivein_496,10 of the 25 most popular new iphone apps this month.,0.5071119666099548,1
sonicdrivein_486,"when you go to the store and say, & quot; i don't like this ice cream.",0.4906499683856964,0,sonicdrivein_152,"mom, i'm here for you.",0.6372436881065369,1,sonicdrivein_89,what’ s your favorite thing to do in the summer? </s> what is it that you love most about this season.,0.21048714220523834,0,sonicdrivein_98,"you’ re not going to like this, are you? </s> just call me on your phone and we can talk about it.",0.6332288384437561,1,sonicdrivein_163,"i'm not going to go in, but if you can’ t get me out of my car then i will.",0.8964051008224487,1,sonicdrivein_534,what do you call it when an ice cream truck stops by your front door? </s> https://t.,0.1616804003715515,0
sonicdrivein_505,i'm here to help you get rid of it.,0.24591657519340515,0,sonicdrivein_457,why don't you try this? </s> because it makes me feel so good.,0.1298927515745163,0,sonicdrivein_85,you know what i’ m going to do? </s> go for a run with your dog.,0.3006795048713684,0,sonicdrivein_283,"when you’ re at a restaurant and the waiter asks, “ what are your favorite food? just reply with an emoji.",0.08594189584255219,0,sonicdrivein_697,"we're going to have a taco party at my house tonight, so make sure you bring your own food and drinks!# 👨‍🍳👩🏻🧑🏾️🙌🎉🥗🤣 🤦♀️😊☕⛅
Q: what are we having for dinner? A: tacos.",0.0173644982278347,0,sonicdrivein_495,"for those of you who can’ t wait to get your hands on this, we have a TON more coming soon! </s> just in time for mom day.",0.008506294339895248,0
sonicdrivein_560,what is the date of your birthday? </s> what are you looking forward to for this year’ s holiday season.,0.030457310378551483,0,sonicdrivein_798,"""
### Questions and Detailed Answers Related to the Extract:
1.",0.02821929380297661,0,sonicdrivein_2031,"for those of you who don’ t know what we mean, here are a few things to keep in mind when ordering your coffee: </s> ☕️☔️🍵.",0.024449685588479042,0,sonicdrivein_742,we're not going to let you down.,0.44209781289100647,0,sonicdrivein_376,you're not the only one in this room.,0.8435915112495422,1,sonicdrivein_2031,"for those of you who didn’ t get the first shot, we have a new special just for them! </s>
this is what it looks like when they don't know how to cook.",0.006844616495072842,0
sonicdrivein_143,`` i'm not going to do it.,0.8650348782539368,1,sonicdrivein_585,"i'm going to ask you a question: what is your favorite ice cream flavor? i love chocolate, but it does n’t really matter.",0.07940476387739182,0,sonicdrivein_78,"if you're looking for something to make your day a little brighter, here it is.",0.36126643419265747,0,sonicdrivein_376,you're not the only one in this room.,0.8435915112495422,1,sonicdrivein_690,"for the 1st time in almost a decade, we’ re going to be having an ice cream party at our favorite spot! ♥️ pic.",0.19311103224754333,0,sonicdrivein_234,what do you think of this? </s> it’ s the only thing that will keep your feet from freezing in winter.,0.6224053502082825,1
sonicdrivein_566,"for those of you who don't want to eat your hair, please let us know how long it will take.",0.33214038610458374,0,sonicdrivein_196,"it's like, oh my god i’m so happy to be here with you.",0.9689188599586487,1,sonicdrivein_534,when you can’t decide what ice cream flavor to get because there are so many options.,0.11447977274656296,0,sonicdrivein_80,"it’ s like, “ i love you so much.",0.8952295780181885,1,sonicdrivein_495,"for those of you who can’ t wait to get your hands on this, we've got a ton more coming soon.",0.031860679388046265,0,sonicdrivein_2052,you know what i'm going to do with this.,0.802657425403595,1
sonicdrivein_1199,"when i was 10 years old, my mom told me to get a job in the store.",0.915398359298706,1,sonicdrivein_691,"i'm not a doctor, but here’s what i would do for you: get an appointment with your gp today.",0.009280622936785221,0,sonicdrivein_566,"we're here to help you find your perfect ice cream flavor, but we do n’t know what it is.",0.07052043825387955,0,sonicdrivein_1594,it’ s not the only thing i can think of when you get home from work and your kids are playing with their toys.,0.17045584321022034,0,sonicdrivein_585,"for those of you who don’ t know it, we have a new menu for the 2019 holiday season.",0.013630262576043606,0,sonicdrivein_69,"dude, you know what this is? </s> it’ s not a soda can.",0.2975473701953888,0
sonicdrivein_373,`` i'm going to get a new car.,0.5269031524658203,1,sonicdrivein_522,today's the day we’ re going to show you how much fun it is when a dog turns into an ice cream cone.,0.008255279622972012,0,sonicdrivein_2052,you know what i'm going to do.,0.7446295022964478,1,sonicdrivein_78,"if you're looking for a way to add some fun and excitement into your day, check out this video.",0.2690471410751343,0,sonicdrivein_571,and you know what? we're going to have a party! get ready for it.,0.02516331523656845,0,sonicdrivein_369,what are you gonna do today? </s> i am going to dress up as the person who ate all of my food.,0.13673149049282074,0
sonicdrivein_534,"i'm not telling you this, but i can see a lot of people on the internet today.",0.21596479415893555,0,sonicdrivein_670,"when i was a kid, my mom told me not to eat too much ice cream because it would make you fat.",0.3220972716808319,0,sonicdrivein_697,"we're going to have a pizza party at my house this saturday night, so make sure you bring your own food and drinks!# 👨🏻👩🏽‍♂️🎉🍕🥤🚶
Q: what are we having for dinner tonight? A.",0.03467726707458496,0,sonicdrivein_596,"it's my first day of school, and i just want to let you know how much fun we had today.",0.3045334815979004,0,sonicdrivein_65,`` i'm going to give you a taste of my new dog biscuit.,0.2831258475780487,0,sonicdrivein_1199,"when i was 10 years old, my mom told me to get a dog.",0.9154130220413208,1
sonicdrivein_376,i'm not a fan of this.,0.9587058424949646,1,sonicdrivein_832,this is the 30th anniversary of this site and we want you to have a good time.,0.03799912706017494,0,sonicdrivein_486,this is what you need to do if u don’ t know where i'm going.,0.7240517139434814,1,sonicdrivein_486,this is what you should do if u don’ t know the difference between an ice cream cone and a milkshake.,0.45363080501556396,0,sonicdrivein_234,"don't know what to do with this, so here are some ideas you might like: </s>
what is the definition of a good friend? someone who makes your day better than it was before they were there.",0.17064639925956726,0,sonicdrivein_78,"if you're looking for a way to add some fun and excitement into your day, check out this video.",0.2690471410751343,0
sonicdrivein_495,"from now on, we're going to have a little bit of ice cream.",0.23697251081466675,0,sonicdrivein_1502,"a lot of people are freaking out about this, but i just want to let them know that it’ s all right.",0.039160508662462234,0,sonicdrivein_344,"i'm not sure if you like this, but i do n’t know what to think of it.",0.8677899837493896,1,sonicdrivein_585,what’ s with you? what's on your mind when it comes to the new season of monty python and the holy grail.,0.08346661925315857,0,sonicdrivein_566,"we're here to help you find your perfect ice cream flavor, but we do n’t know what it is.",0.07052043825387955,0,sonicdrivein_572,today i’ m going to show you what it feels like when your dog's mouth is full of sod! pic.,0.03895046189427376,0
sonicdrivein_645,"bessie, you're the only one who walks into a grocery store and doesnn't get out of it.",0.614129900932312,1,sonicdrivein_742,there's a lot of things you can do to make it better.,0.44262179732322693,0,sonicdrivein_560,"when you’ re thinking about what to get for your birthday, check out this list of the top 10 best gifts from last year.",0.11547733098268509,0,sonicdrivein_51,"when i was 10 years old, my mom told me not to eat too much ice cream because it would make you fat.",0.5763699412345886,1,sonicdrivein_486,when you go to the store and see a 10% off sale on everything but there is no ice cream in it.,0.35994428396224976,0,sonicdrivein_697,we're going to have a taste test for our new sandwich.,0.43681564927101135,0
sonicdrivein_91,"for the first time, i'm going to get a new pair of shoes! but it’s not as bad as you think 🤦‍♂️🤷🏻‍♀️🙌😂👍😊💕🧘🏽󠁢🇺🇸📰 📱 📲 📳 📴 👨",0.13976489007472992,0,sonicdrivein_1384,"i've got a lot of food in my fridge, but i don’t want to eat it all at once.",0.11437927186489105,0,sonicdrivein_373,when i went to the grocery store and saw this ad for a 30% off sale.,0.5564923286437988,1,sonicdrivein_496,10% of all the people on this page have downloaded it.,0.3387744426727295,0,sonicdrivein_534,when you can’t decide what ice cream flavor to get.,0.16816937923431396,0,sonicdrivein_585,"what’ s with you? what's your favorite comfort food for the month of may?? it might be bacon and eggs, but here are a few other options to consider.",0.009860251098871231,0
sonicdrivein_596,i'm not mad at you.,0.7899174094200134,1,sonicdrivein_1594,why don't you like this? it ’s the only thing i can think of right now.,0.2560064196586609,0,sonicdrivein_69,"# 10 of the most important things you can do to make your life better this year! eat more fruits and vegetables, exercise at least three times a week, get enough sleep every night.",0.01362029742449522,0,sonicdrivein_163,"i'm not going to go in, but i’ m sure you know where we are.",0.8955056667327881,1,sonicdrivein_457,"we’ re not going to be here for the rest of your life, but we are gonna make sure you have a good time! </s>
What is it with this picture? I don't get what they mean by that.",0.004859743639826775,0,sonicdrivein_566,"we're here to help you find your perfect ice cream flavor, but we do n’t know what it is.",0.07052043825387955,0
