image_id,caption,humor_score,humor,image_id,caption,humor_score,humor,image_id,caption,humor_score,humor,image_id,caption,humor_score,humor,image_id,caption,humor_score,humor,image_id,caption,humor_score,humor
sonicdrivein_290,when you post a new tweet and it's the first thing that pops into your head.,0.7009132504463196,1,sonicdrivein_65,`` i'm going to get a dog.,0.38846105337142944,0,sonicdrivein_742,"you know, i'm not going to eat this.",0.5827247500419617,1,sonicdrivein_91,"a new study shows that the most popular emoji on instagram is a, and it’ s not just for cats.",0.4805344343185425,0,sonicdrivein_283,"the new menu is here! </s> the only thing i can say about it, this will be a huge hit.",0.03422430530190468,0,sonicdrivein_376,"you know when you’ re in the mood for something sweet, this is your go-to recipe!.",0.5473622679710388,1
sonicdrivein_522,"when you’re about to buy a new car, i will show it in your hand.",0.03595191612839699,0,sonicdrivein_373,"when i was talking to my mom about the new grocery store and she said, `` oh no we don’ t have any milk! lol.",0.48151054978370667,0,sonicdrivein_446,the best way to celebrate the # nationalholiday is by eating a hot dog.,0.05674823001027107,0,sonicdrivein_457,i love you so much! i'm not going to be here for a long time.,0.03842250630259514,0,sonicdrivein_670,the only thing i want to eat is a # baconburger.,0.23699428141117096,0,sonicdrivein_571,and i’ m gonna say this: '' we know what you mean.,0.29519331455230713,0
sonicdrivein_344,"i'm not a fan, but i love you! and the only way to get me like is by buying this post.",0.18157577514648438,0,sonicdrivein_495,the # one of the most popular posts on this site! it’ s a new post for you.,0.03092597983777523,0,sonicdrivein_496,the 10 best new iphone ads of all time.,0.5174767374992371,1,sonicdrivein_1199,the # dayofmylife is coming up on march 15th.,0.6427919268608093,1,sonicdrivein_1384,"a, who is just as good at making you feel better.",0.13162215054035187,0,sonicdrivein_670,the only thing i want to do is eat this.,0.4305368661880493,0
sonicdrivein_69,#1.,0.4258958101272583,0,sonicdrivein_497,@ #foodporn: i love this burger.,0.48021548986434937,0,sonicdrivein_1594,it’ s not the best way to get a good night sleep.,0.2266012579202652,0,sonicdrivein_497,the only thing i can think of is to get a burger and fries.,0.8378809094429016,1,sonicdrivein_344,"i love you, i like to be the one who is always there for u.",0.7441927790641785,1,sonicdrivein_798,the first thing you think when your kids are in bed is : i love my dog!# dogsarebetterthancats.,0.16631847620010376,0
sonicdrivein_414,"i'm not gonna lie, but i think this is the best way to keep your kids entertained for a week.",0.5487996339797974,1,sonicdrivein_786,"a, a day in the life of an intern at disneyland.",0.6199791431427002,1,sonicdrivein_80,i’m not a fan of this movie.,0.9544948935508728,1,sonicdrivein_89,the best way to celebrate the summer months is by eating ice cream.,0.704379677772522,1,sonicdrivein_491,the's a new puppy! it has the most perfect smell.,0.38857030868530273,0,sonicdrivein_522,"when you’ re about to buy a new dog food, check out this video! </s> ➡️# sonicdogfoodhttps://t.",0.018036959692835808,0
sonicdrivein_163,`` i'm not going to be a restaurant.,0.7457042932510376,1,sonicdrivein_505,1.,0.12976235151290894,0,sonicdrivein_143,the # foodpanda is the only place where you can get your favorite foods delivered in a day! we’ ll deliver them to your door.,0.04175892099738121,0,sonicdrivein_234,the only thing that will make you feel like a dog is this.,0.9588882923126221,1,sonicdrivein_408,we all know what it feels like to be hungry.,0.5718128085136414,1,sonicdrivein_645,"a, a and b are the best! we’ re just not sure what they want to do with them.",0.0664718747138977,0
sonicdrivein_571,"and i'm gonna have a little bit of ice cream, and we’re going to get it! ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪",0.027693919837474823,0,sonicdrivein_78,1.,0.5836465954780579,1,sonicdrivein_596,we have a new flavor of the day.,0.43477508425712585,0,sonicdrivein_408,the first day of school is here! we have a lot to look forward... the best days are coming up for you and your friends.,0.015060449950397015,0,sonicdrivein_572,i’ m going to be a jack in the box.,0.48266568779945374,0,sonicdrivein_457,"we’ re not going to be here for a while, so i ‘m just gonna keep you coming up with your own ideas.",0.0917879268527031,0
sonicdrivein_1384,"i'm not a mom, but i’ve been trying to find out what my son likes and when he does n’t like it.",0.0849277526140213,0,sonicdrivein_290,when you’ re like to say “ i love your ice cream” and they get a little bit more serious about it.,0.7339890599250793,1,sonicdrivein_505,1.,0.12976235151290894,0,sonicdrivein_491,the # emoji is the future! it’ s not just for kids anymore.,0.30953118205070496,0,sonicdrivein_780,a's a burger that is so good you can’ t help but to eat it.,0.337121844291687,0,sonicdrivein_65,this is my new favorite dog biscuit! '' i’m so happy to have you as a pet.,0.04471820220351219,0
sonicdrivein_497,"today i saw a 30-year old man in the store, and he was looking at me.",0.8655131459236145,1,sonicdrivein_376,"you know, i'm not a fan of this.",0.9308632016181946,1,sonicdrivein_65,this is the most delicious cheesecake i’ve ever made.,0.3143918216228485,0,sonicdrivein_534,"a, a and an.",0.06922214478254318,0,sonicdrivein_80,i’m not a fan of this movie.,0.9544948935508728,1,sonicdrivein_786,a's a day of the week for all those who are just as good at getting to know you.,0.3498235046863556,0
sonicdrivein_780,a's a guy who just did n’t post his blog for like two hours and then he was on the road to get it off.,0.71125328540802,1,sonicdrivein_1199,the # of the day is june! we are going to make a ton more money on our first ever sale.,0.14357802271842957,0,sonicdrivein_645,"a, a and b are the best! we’ re not going to be able to get them out of your way.",0.03873734921216965,0,sonicdrivein_69,the first thing i think when you walk into a restaurant and see this menu is's not spicy.,0.4795989692211151,0,sonicdrivein_1594,it’ s not the best time of year for a lot o ‘s.,0.09860431402921677,0,sonicdrivein_690,"a, a and an.",0.5740587711334229,1
