image_id,caption,fluency,diversity,humor_score,humor
sonicdrivein_1209,best friends come in all sorts of pairs. 😊 which one are you? tag your friends to find out! #friendshipday,0.94402045,0.62809086,0.0065703992731869,0
sonicdrivein_866,today’s horoscoop🍦: remember to treat yourself and your sweet tooth with our mocha crunch blast—a deliciously cool,0.21195783,0.62809086,0.0878465548157692,0
sonicdrivein_80,just know we are very proud of this one,0.9347637,0.62809086,0.9244897961616516,1
sonicdrivein_1566,when bae just gets you. sending love to those who keep it sweet on valentine’s day. 😉❤️,0.78736746,0.62809086,0.0638127624988555,0
sonicdrivein_1435,introducing the freshest collab—the new @redbull slush and cherry limeade red bull® slush! it’s the ultimate cool down before you step up. 👐,0.62872386,0.62809086,0.0025862774346023,0
sonicdrivein_2185,"this little bit was so excited to meet mr. coney at sonic summer movie night at okc's myriad gardens. tonight, ""the",0.49138534,0.62809086,0.0380753464996814,0
sonicdrivein_786,“i’m gonna walk the dog.”,0.92365164,0.62809086,0.9499614238739014,1
sonicdrivein_283,asking for a friend. #weird #wrong,0.8918,0.62809086,0.1301235407590866,0
sonicdrivein_1452,work is more fun with friends. 🙌 we’re looking for new team members to join our crew! check out jobs.sonicdrivein.com,0.90565544,0.62809086,0.00379094411619,0
sonicdrivein_470,our drop before the ball drops. stay tuned 👀,0.8200602,0.62809086,0.0643036514520645,0
sonicdrivein_1884,"tag bae and show 'em some love, then get your nom on together with 2 can dine for $9.99.",0.17959501,0.62809086,0.0034598521888256,0
sonicdrivein_952,"struggling to decide your order? 🤔 then check the time: our clock will tell you what to get. ⏰

9am - 12pm: bacon egg & cheese breakfast burrito
12pm - 3pm: crave cheeseburger
3pm - 6pm: corn dog
6pm - 9pm: red, white, & blue slush float",0.8089659,0.62809086,0.1811692714691162,0
sonicdrivein_1765,"drown your tastebuds in rich, creamy 1/2 price shakes after 8pm at sonic for the next five days.#sonicdrivein #shakebreak #shakes #📅 #🕖",0.7767136,0.62809086,0.0113276029005646,0
sonicdrivein_1755,how many corn dogs you’ll have is still a toss-up. drop by sonic on august 31st and enjoy 50¢ corn dogs all day. ,0.95130557,0.62809086,0.05933703109622,0
sonicdrivein_2168,"see you this morning for 1/2-price breakfast burritos all day at sonic. or, maybe it's a breakfast for dinner kind of",0.9194706,0.62809086,0.0415448062121868,0
sonicdrivein_742,just starting our weekend off with a slush. 🤩,0.91710246,0.62809086,0.4301130175590515,0
sonicdrivein_788,who’s a good boy? you are! 🐶,0.9454691,0.62809086,0.391543984413147,0
sonicdrivein_1077,raise your hand ✋ if you think it would be pretty cool if you could add us to your group chat.,0.95762396,0.62809086,0.0783808827400207,0
sonicdrivein_1197,"we got another slush serenade for you: a lil' ditty we like to call ""raspberry blues"". 🎶",0.9317799,0.62809086,0.012171110138297,0
sonicdrivein_491,"ahhh yes, gold, my favorite color.",0.8886177,0.62809086,0.5227729678153992,1
sonicdrivein_655,"win or lose, you can always use a post-game slush🥤⚾️",0.88329726,0.62809086,0.1205012649297714,0
sonicdrivein_2181,congrats to our grand prize #doubledogdare winners! @lparrinelli @jusserv @tia_lorraine pls email your name and mailing,0.24373312,0.62809086,0.0006827539764344,0
sonicdrivein_2080,vote for local teacher projects to earn sonic limeades for learning funding! head to limeadesforlearning.com and pick a,0.84471494,0.62809086,0.009091779589653,0
sonicdrivein_1635,"🍦 🚨  alert 🚨 🍦  shakes and ice cream slushes are half-off all day today! start your weekend early and head to sonic with your squad! 
offer valid only on may 25, 2017, at participating sonic ® drive-in restaurants while supplies last. limit 5. tax not included. add-ins cost extra. this offer cannot be combined with any other offers or discounts.",0.77549565,0.62809086,0.0060074212960898,0
sonicdrivein_454,at least he didn’t ask the carhop how high he can hop. #carhoplife #dadjokes,0.77700025,0.62809086,0.1162910833954811,0
sonicdrivein_69,"sometimes when we work on our assignments, genius strikes",0.9603523,0.62809086,0.2220482975244522,0
sonicdrivein_1138,who’s at the door? it’s our trick or treat blast! are you dressing up for halloween? 🎃  visit the link in bio to get our downloadable cupstume patterns!,0.7231827,0.62809086,0.0241119526326656,0
sonicdrivein_1090,our items are leveling up! 🎮 which item would you want in a fight? 👾,0.9456368,0.62809086,0.0053416416049003,0
sonicdrivein_556,redecorating ✨reveal✨ part 1 featuring the fantasy worlds of your food cravings. be on the lookout 👀 for more sonic places in our new commercials.,0.8366374,0.62809086,0.0012761293910443,0
sonicdrivein_558,i think something is up with our button.,0.93405026,0.62809086,0.4869256913661957,0
sonicdrivein_529,"she’s not a regular mom, she’s a cool mom.",0.8860147,0.62809086,0.9679171442985536,1
sonicdrivein_2189,"will you celebrate with a sonic shake, blast or sundae?",0.8782753,0.62809086,0.1242357119917869,0
sonicdrivein_1809,kick off summer break with a 50¢ corn dog in hand. 🙏 tag your after school crew and swing by sonic tomorrow for national end of school day.#sonic #corndog #😎 tax not included. add-ons cost extra. cannot be combined with other offers. offer valid 05/24/16 at participating sonic drive-ins while supplies last.,0.4947705,0.62809086,0.0456552654504776,0
sonicdrivein_1367,"a la 𝘴𝘭𝘰𝘸 mode. 
the oreo® a la mode just dropped... again. get them before they’re all gone!",0.8600758,0.62809086,0.0179080907255411,0
sonicdrivein_163,sorry 4 the vegetables i bought rip :(,0.37523636,0.62809086,0.949424922466278,1
sonicdrivein_1996,let your slush be colorful and your tastebuds...even more colorful. #sonic #slush #candy #candyslush #yum #🍬,0.8090288,0.62809086,0.0397256761789321,0
