image_id,caption,human_ins,human_humor,human_related,overfit,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,humor_score,humor,benign
sonicdrivein_1209,the one i’ m going to talk about today is a little something.,0,0,0,0,2,1,0.80714065,0.470973,0.0897916120220883,1.2986542960532383e-308,1.2986542960532383e-308,1.2986542960532383e-308,0.6114653944969177,1,-8.617483
sonicdrivein_866,it’ s a new song.,0,0,0,0,0,1,0.9779182,0.470973,0.0,0.0,0.0,0.0,0.7118660807609558,1,-8.855477
sonicdrivein_80,"i’m not a, i am.",0,0,0,-1,0,1,0.8075063,0.470973,0.0,0.0,0.0,0.0,0.9954238533973694,1,-7.8860946
sonicdrivein_1566,the burger emoji is a food image that can be used for anything.,1,1,1,2,0,1,0.90775555,0.470973,0.0,0.0,0.0,0.0,0.5526639223098755,1,-0.0009102254
sonicdrivein_1435,i’ m going to try out the new mic and i hope it works.,0,0,0,-1,3,1,0.9753102,0.470973,0.1126688623769527,1.1699171882659805e-308,1.1699171882659805e-308,1.1699171882659805e-308,0.5017068386077881,1,-6.4038067
sonicdrivein_2185,we all know that this is the best thing to do in 2019.,1,1,1,2,2,1,0.9797921,0.470973,0.0831435379210052,1.2025033327569346e-308,1.2025033327569346e-308,1.2025033327569346e-308,0.5781470537185669,1,-8.173006
sonicdrivein_283,"a little bit of a, just like you’ re going to eat it.",0,0,0,-1,1,1,0.8684381,0.470973,0.0769230769230769,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.528834879398346,1,-8.395908
sonicdrivein_1452,"i’ m just going to say, “ the only way i can get a job is if you have this.",1,1,1,2,2,1,0.96947,0.470973,0.1,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.5982113480567932,1,-8.586439
sonicdrivein_2209,when you see a friend or family member who is out of breath and running around the mall with their phone in hand.,0,0,0,-1,2,1,0.9607683,0.470973,0.0869565217391304,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.7446737289428711,1,-8.304185
sonicdrivein_470,the one i was thinking about.,0,1,1,2,1,1,0.95541185,0.470973,0.1010884432854389,1.3495755153097447e-308,1.3495755153097447e-308,1.3495755153097447e-308,0.5729233026504517,1,-9.29924
sonicdrivein_952,the sonic tonics are the only way to keep your smile bright and fresh.,1,1,0,2,4,1,0.9657607,0.470973,0.0202907959325448,2.106930914564517e-309,2.106930914564517e-309,2.106930914564517e-309,0.5579577684402466,1,-8.612618
sonicdrivein_1765,"for # shakespeare’ s birthday, we were thinking of a lil bit more serious.",1,1,1,2,1,1,0.5744604,0.470973,0.0403370087148399,1.25653953070478e-308,1.25653953070478e-308,1.25653953070478e-308,0.0546285510063171,0,-7.770624
sonicdrivein_1755,"this is the perfect recipe for a healthy, delicious and satisfying breakfast.",0,1,1,2,3,1,0.9715547,0.470973,0.0999624135862118,8.89695013215885e-309,8.89695013215885e-309,8.89695013215885e-309,0.5311063528060913,1,-8.931434
sonicdrivein_2168,"you know, we’ re going to be the best thing since sliced bread.",0,1,1,2,1,1,0.8696679,0.470973,0.0415717689605026,1.2025033327569346e-308,1.2025033327569346e-308,1.2025033327569346e-308,0.7171481847763062,1,-9.44861
sonicdrivein_1518,"if you’ re not already there, i'm here for the cherry coke.",1,0,0,-1,1,1,0.9642548,0.470973,0.0016589451731444,4.4295306449527e-310,4.4295306449527e-310,4.4295306449527e-310,0.4536802768707275,0,-9.224786
sonicdrivein_566,this is the time of year when we get our waters out for all.,0,0,0,-1,1,1,0.9641399,0.470973,0.0714285714285714,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.9032827615737916,1,-8.042487
sonicdrivein_788,"it's not just the smell of a dog’ s breath mint, it is so much better! and we can hear your voice on our app.",0,0,0,-1,1,1,0.9407813,0.470973,0.04,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0153163475915789,0,-9.201958
sonicdrivein_899,"when you see this, just know that it is the best thing ever.",0,0,1,0,2,1,0.9608725,0.470973,0.0897916120220883,0.0486371231786311,1.2986542960532383e-308,1.2986542960532383e-308,0.5494977831840515,1,-9.3772955
sonicdrivein_344,"i love you, because i am the one that always knows what to do and how it does.",0,0,0,-1,1,1,0.9634664,0.470973,0.0555555555555555,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.841524064540863,1,-9.354804
sonicdrivein_1077,"and you? :m and that’s a question we have to ask ourselves every day! it seems like everyone has their own little unicorn in the app store, so why not mine?!#youallhaveyourunicorns@thejokefactory 🤩🤪😊👌🏻🦄🙏🏽🌈😂🐾💕",0,0,0,-1,2,1,0.82813454,0.470973,0.0625,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.2032389938831329,0,-0.0006400682
sonicdrivein_1022,an's that you can order on the same day and get a discount.,1,0,0,-1,4,1,0.68463635,0.470973,0.2442838947132157,1.7665365515873297e-308,1.7665365515873297e-308,1.7665365515873297e-308,0.8891259431838989,1,-8.194616
sonicdrivein_655,"when you’ re about to make a decision, just say this.",0,1,1,2,1,1,0.97748905,0.470973,0.0909090909090909,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.9552592039108276,1,-8.909285
sonicdrivein_1069,when we’ re not watching the tv show “ how to make it” and our son gets his own house.,0,0,0,-1,1,1,0.72979486,0.470973,0.05,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.2794651389122009,0,-1.6186838
sonicdrivein_2181,"when i was 16 and my mom told me to go get a dog, he said.",1,1,1,2,2,1,0.96304506,0.470973,0.125,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.5227832198143005,1,-0.0009155849
sonicdrivein_290,"yes, we have a # sweet-and more! so make sure to like it and share this post with your friends.",0,0,0,-1,2,1,0.9088235,0.470973,0.1,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.4080386161804199,0,-8.933948
sonicdrivein_2138,"when it comes to the food, we’ ll be more selective.",0,0,1,0,1,1,0.96977925,0.470973,0.0254606146201498,6.231692281410567e-309,6.231692281410567e-309,6.231692281410567e-309,0.8363160490989685,1,-9.283676
sonicdrivein_454,"you know, i’ m not going to be able t do this.",0,1,1,2,0,1,0.97650766,0.470973,0.0,0.0,0.0,0.0,0.7600175738334656,1,-8.5159235
sonicdrivein_1138,the best way to say hi is a 10-second text message.,0,0,0,-1,2,1,0.97450376,0.470973,0.0387663515117203,4.74418974361379e-309,4.74418974361379e-309,4.74418974361379e-309,0.6546839475631714,1,-9.191493
sonicdrivein_1660,"♫ '' the day after my birthday, i'm gonna get a little something.",0,0,0,-1,2,1,0.9408383,0.470973,0.0897916120220883,1.2986542960532383e-308,1.2986542960532383e-308,1.2986542960532383e-308,0.5732819437980652,1,-8.578967
sonicdrivein_234,what are you thinking about? i'm the one who always wears this: .,0,0,0,-1,1,1,0.899044,0.470973,0.0769230769230769,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.92333984375,1,-6.604521
sonicdrivein_2078,"a, and i am going to get a lot of tips on this.",0,0,0,-1,1,1,0.9505272,0.470973,0.0484856297382092,1.402493394168772e-308,1.402493394168772e-308,1.402493394168772e-308,0.8830763697624207,1,-8.400574
sonicdrivein_2196,"it’ s the end of our special, so here are some ideas for your next month.",0,0,0,-1,1,1,0.9516151,0.470973,0.0587133164258422,2.090263448406506e-308,2.090263448406506e-308,2.090263448406506e-308,0.5103263854980469,1,-0.0043686433
sonicdrivein_529,"for the first time in 3 years, we got this.",0,1,1,2,0,1,0.96257454,0.470973,0.0,0.0,0.0,0.0,0.9288323521614076,1,-8.627741
sonicdrivein_404,"i'm gon na have to eat this one, so i might as well get it on my way.",0,0,0,-1,0,1,0.9532433,0.470973,0.0,0.0,0.0,0.0,0.9000468850135803,1,-8.755746
sonicdrivein_1809,"we’ re going to have a special edition of the “ sonic berry tree” podcast, which we hope you all will enjoy.",1,0,0,-1,3,1,0.9648717,0.470973,0.0348721581699682,5.690162685806633e-309,5.690162685806633e-309,5.690162685806633e-309,0.1017364189028739,0,-7.3794417
sonicdrivein_789,a car in the front is about 30 feet from us.,0,0,0,-1,0,1,0.94469774,0.470973,0.0,0.0,0.0,0.0,0.4428317546844482,0,-0.00070296845
sonicdrivein_1367,this meme is the one that makes me want to be an adult.,0,0,0,-1,1,1,0.9744732,0.470973,0.0523624921787219,1.5146353626711476e-308,1.5146353626711476e-308,1.5146353626711476e-308,0.7024254202842712,1,-0.002783712
sonicdrivein_135,i'm not sure if i can get it but we’ ll see about that.,0,0,0,-1,1,1,0.9604014,0.470973,0.0714285714285714,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.8685425519943237,1,-8.750168
sonicdrivein_51,a study of the most common words used by 10-year olds in school across ontario.,0,0,0,-1,1,1,0.9667331,0.470973,0.0666666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.6095131635665894,1,-7.7877164
sonicdrivein_1866,"when you get home and realize your kids are all, on the go? just call me.",0,1,1,2,1,1,0.9751525,0.470973,0.051814319886275,1.844651018804537e-308,1.844651018804537e-308,1.844651018804537e-308,0.5579928159713745,1,-9.150124
sonicdrivein_1376,and this is a meme.,0,0,0,-1,0,1,0.9636137,0.470973,0.0,0.0,0.0,0.0,0.8665547370910645,1,-7.837732
sonicdrivein_743,we have a deal on 10 packs of ice cream.,1,1,1,2,1,1,0.94753,0.470973,0.0033373269960326,7.42579905616274e-310,7.42579905616274e-310,7.42579905616274e-310,0.4235793650150299,0,-7.6497617
sonicdrivein_1813,we hope this helps you with your search.,0,0,0,-1,1,1,0.97591,0.470973,0.0316049494755933,5.625867750206837e-309,5.625867750206837e-309,5.625867750206837e-309,0.2352458983659744,0,-8.810532
sonicdrivein_1737,we’ re not going to make a big splash.,0,0,0,-1,1,1,0.98111904,0.470973,0.0327305364789008,6.55450749847085e-309,6.55450749847085e-309,6.55450749847085e-309,0.9143550992012024,1,-8.05426
sonicdrivein_196,"i'm not a dog person but i love these little dogs! and they’ re so cute, it makes me want to be one too.",1,1,1,2,0,1,0.9436122,0.470973,0.0,0.0,0.0,0.0,0.9315060377120972,1,-0.00046885942
sonicdrivein_534,a voice message from your favorite ice cream flavor.,1,0,0,-1,0,1,0.9675757,0.470973,0.0,0.0,0.0,0.0,0.1230868324637413,0,-9.612141
sonicdrivein_2052,`` i was thinking of you.,0,0,0,-1,0,1,0.96955216,0.470973,0.0,0.0,0.0,0.0,0.9436451196670532,1,-8.630921
sonicdrivein_1793,the cat in the middle of a coffee shop is getting its own meme.,0,0,0,-1,3,1,0.9569921,0.470973,0.0525542058816346,8.18558927632837e-309,8.18558927632837e-309,8.18558927632837e-309,0.5308417677879333,1,-0.00021932104
sonicdrivein_532,the only thing i know for sure is that the can of tuna in a sandwich was made with real meat.,1,1,1,2,6,1,0.9686484,0.470973,0.2063994999405194,1.928867353251809e-308,1.928867353251809e-308,1.928867353251809e-308,0.3264104127883911,0,-9.42656
sonicdrivein_1821,you know what i mean.,0,0,0,-1,0,1,0.9761401,0.470973,0.0,0.0,0.0,0.0,0.8381470441818237,1,-8.577349
sonicdrivein_339,this is the last time i’ m going to say this.,0,1,1,2,3,1,0.97334653,0.470973,0.0763818438604496,6.231692281410567e-309,6.231692281410567e-309,6.231692281410567e-309,0.9349936842918396,1,-8.720368
sonicdrivein_821,"it’ s a, and i got my own copy of this book.",0,0,0,-1,1,1,0.936756,0.470973,0.0833333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.5930779576301575,1,-5.3413553
sonicdrivein_1459,"and then i saw this mic on the floor, so we just 'll keep it up.",0,0,0,-1,1,1,0.9533696,0.470973,0.0625,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.5505213737487793,1,-9.105493
sonicdrivein_1223,"if you can afford it, buy a pair of jeans from us.",0,0,0,-1,1,1,0.98282176,0.470973,0.0112779402697177,3.01131000863463e-309,3.01131000863463e-309,3.01131000863463e-309,0.3861821889877319,0,-9.056084
sonicdrivein_1567,"i was n’ t sure i 'd like to try this, but my son said he heard about the new jingle.",0,0,0,-1,0,1,0.96205544,0.470973,0.0,0.0,0.0,0.0,0.2745683789253235,0,-0.9429271
sonicdrivein_497,@ michealem.,0,0,0,-1,0,1,0.87190366,0.470973,0.0,0.0,0.0,0.0,0.9146235585212708,1,-0.0007915939
