bleu_threshold,trainData_size,testData_size,train_loss,train_bleu,test_loss,test_bleu,save
0.05,179200,63000,4.109037543947765,0.34411692895808865,4.054799107142857,0.31662276785714283,V
0.05,179200,63000,3.5815309517830234,0.19887715204531511,4.04515625,0.18544568452380955,V
0.05,179200,63000,3.4793419345387577,0.2027074090351026,4.022760416666666,0.18635367063492062,V
0.05,179200,63000,3.431988217813494,0.20489991419722137,4.017686011904762,0.1899513888888891,V
0.05,179200,63000,3.3994616398794575,0.20703887982030278,4.01344494047619,0.1891108630952387,V
0.05,179200,63000,3.376198099782354,0.20781563912606674,4.007172619047619,0.1900391865079367,V
0.05,179200,63000,3.3575359953122383,0.20874665159886155,3.9936011904761903,0.1891210317460316,V
0.05,179200,63000,3.341740959316926,0.20915761551983944,4.000580357142857,0.19036284722222194, 
0.05,179200,63000,3.328017746526034,0.20971821111669214,3.998400297619048,0.19016790674603126, 
0.05,179200,63000,3.3162303281433116,0.20982084309950336,4.000193452380953,0.18991517857142823, 
0.05,179200,63000,3.305994161225515,0.2101608278921815,3.9875,0.18994370039682557,V
0.05,179200,63000,3.2961582328812993,0.21049845834030922,3.982544642857143,0.19190426587301626,V
0.05,179200,63000,3.2875701071488366,0.2115404737987608,3.9859598214285716,0.1902653769841276, 
0.05,179200,63000,3.2800545161560355,0.21038457782242384,3.9848809523809523,0.19246081349206345, 
