g_fc_loss,g_con_loss,g_unc_loss,d_con_r2f_loss,d_con_f2r_loss,d_con_f_loss,d_con_m_loss,d_unc_r_loss,d_unc_f_loss,d_unc_m_loss
0.03564453125,0.71484375,0.703125,0.71875,0.72265625,0.66796875,0.67578125,0.69921875,0.6875,0.69140625
0.03271484375,0.7109375,0.734375,0.71484375,0.73828125,0.6953125,0.69921875,0.74609375,0.6875,0.6484375
0.02978515625,0.80078125,0.66015625,0.7890625,0.7578125,0.73828125,0.69921875,0.7578125,0.63671875,0.640625
0.0228271484375,0.6796875,0.71875,0.7734375,0.734375,0.66015625,0.68359375,0.75390625,0.6484375,0.640625
0.03466796875,0.7890625,0.65625,0.703125,0.7734375,0.671875,0.640625,0.7265625,0.671875,0.66796875
0.021728515625,0.69921875,0.6953125,0.80859375,0.79296875,0.734375,0.7265625,0.7578125,0.67578125,0.640625
0.0205078125,0.8203125,0.69140625,0.69140625,0.67578125,0.7578125,0.72265625,0.80859375,0.60546875,0.6015625
0.031982421875,0.75390625,0.65234375,0.6953125,0.734375,0.6328125,0.69921875,0.734375,0.61328125,0.66015625
0.03759765625,0.7890625,0.6875,0.78125,0.78515625,0.71484375,0.703125,0.7421875,0.6484375,0.65234375
0.038330078125,0.69921875,0.7265625,0.71875,0.6875,0.75,0.76171875,0.82421875,0.6328125,0.5859375
0.0179443359375,0.77734375,0.671875,0.7734375,0.796875,0.7109375,0.69140625,0.7734375,0.640625,0.62109375
0.0281982421875,0.8125,0.66796875,0.71484375,0.78125,0.72265625,0.6875,0.80078125,0.640625,0.60546875
0.0208740234375,0.81640625,0.6640625,0.71875,0.71875,0.6953125,0.6796875,0.765625,0.66796875,0.6328125
0.041259765625,0.7734375,0.6640625,0.7109375,0.70703125,0.69921875,0.7578125,0.75,0.61328125,0.64453125
0.03125,0.82421875,0.6796875,0.765625,0.8046875,0.7578125,0.77734375,0.734375,0.65234375,0.66015625
0.03271484375,0.77734375,0.66015625,0.7578125,0.74609375,0.75,0.75,0.76953125,0.6328125,0.63671875
0.034423828125,0.72265625,0.65625,0.76953125,0.73046875,0.7890625,0.70703125,0.79296875,0.6484375,0.609375
0.0283203125,0.7890625,0.6875,0.6640625,0.72265625,0.66796875,0.671875,0.74609375,0.62890625,0.6484375
0.0281982421875,0.79296875,0.65625,0.7890625,0.76171875,0.6875,0.71875,0.734375,0.62890625,0.65625
0.0242919921875,0.859375,0.640625,0.70703125,0.71875,0.6875,0.66015625,0.74609375,0.63671875,0.6484375
0.0291748046875,0.82421875,0.67578125,0.69140625,0.7109375,0.6796875,0.62109375,0.81640625,0.65234375,0.59375
0.024169921875,0.6953125,0.6640625,0.81640625,0.81640625,0.68359375,0.6953125,0.8125,0.65234375,0.58984375
0.0240478515625,0.78125,0.65625,0.73828125,0.83203125,0.6796875,0.671875,0.796875,0.6328125,0.60546875
0.021240234375,0.76171875,0.6484375,0.70703125,0.66796875,0.71875,0.71875,0.69140625,0.6875,0.69921875
0.0274658203125,0.7578125,0.64453125,0.74609375,0.7578125,0.6484375,0.6484375,0.77734375,0.6015625,0.625
0.025390625,0.80078125,0.6640625,0.703125,0.7578125,0.71484375,0.70703125,0.75,0.64453125,0.6484375
0.0169677734375,0.83203125,0.6328125,0.73828125,0.71875,0.62109375,0.625,0.75,0.6640625,0.6484375
0.03125,0.70703125,0.6484375,0.7578125,0.77734375,0.6015625,0.70703125,0.76171875,0.68359375,0.6328125
0.0201416015625,0.72265625,0.6484375,0.72265625,0.7265625,0.640625,0.6796875,0.765625,0.640625,0.6328125
0.021728515625,0.7578125,0.68359375,0.70703125,0.75390625,0.73828125,0.703125,0.77734375,0.61328125,0.625
0.0311279296875,0.80859375,0.640625,0.76171875,0.69921875,0.69921875,0.6796875,0.76953125,0.671875,0.6328125
0.0196533203125,0.7734375,0.69921875,0.72265625,0.7421875,0.67578125,0.68359375,0.7421875,0.640625,0.6484375
0.0263671875,0.72265625,0.66796875,0.7265625,0.67578125,0.73046875,0.6484375,0.734375,0.6171875,0.65625
0.02392578125,0.7421875,0.73828125,0.703125,0.71875,0.65625,0.66796875,0.78125,0.65234375,0.6171875
0.044921875,0.72265625,0.71875,0.71875,0.7109375,0.65625,0.7421875,0.7265625,0.6640625,0.6640625
0.0247802734375,0.703125,0.67578125,0.703125,0.7109375,0.71875,0.68359375,0.76171875,0.68359375,0.6328125
0.0361328125,0.8671875,0.71875,0.7109375,0.71484375,0.6796875,0.6875,0.77734375,0.65234375,0.625
0.04541015625,0.81640625,0.63671875,0.68359375,0.7578125,0.66015625,0.6953125,0.75,0.6171875,0.64453125
0.0225830078125,0.671875,0.6953125,0.76953125,0.73828125,0.73046875,0.7265625,0.71484375,0.640625,0.671875
0.024658203125,0.7265625,0.66015625,0.7421875,0.6953125,0.70703125,0.69921875,0.7421875,0.640625,0.65234375
0.0419921875,0.83984375,0.65234375,0.70703125,0.6953125,0.66015625,0.6640625,0.765625,0.671875,0.6328125
0.0167236328125,0.76953125,0.6171875,0.7578125,0.71484375,0.671875,0.71875,0.77734375,0.5859375,0.6171875
0.0213623046875,0.6953125,0.71875,0.8125,0.80078125,0.66015625,0.6484375,0.73046875,0.671875,0.6640625
0.0179443359375,0.796875,0.65234375,0.734375,0.7578125,0.71875,0.74609375,0.7890625,0.6875,0.61328125
0.018798828125,0.79296875,0.63671875,0.68359375,0.66796875,0.71875,0.75390625,0.7109375,0.61328125,0.67578125
0.0203857421875,0.72265625,0.6796875,0.640625,0.71484375,0.69921875,0.73828125,0.7578125,0.6796875,0.63671875
