id,proba,label
mcdonalds_switzerland_1612,-8.185042,0
mcdonalds_switzerland_367,-9.176601,0
mcdonalds_switzerland_360,-9.606152,0
mcdonalds_switzerland_16,-8.6952095,0
mcdonalds_switzerland_2052,-5.988249,0
mcdonalds_switzerland_402,-8.8102,0
mcdonalds_switzerland_584,-0.0018756669,1
mcdonalds_switzerland_2065,-7.795611,0
mcdonalds_switzerland_1899,-7.9224615,0
mcdonalds_switzerland_646,-0.0010658781,1
mcdonalds_switzerland_902,-7.752952,0
mcdonalds_switzerland_31,-1.2766918,0
mcdonalds_switzerland_478,-8.153349,0
mcdonalds_switzerland_566,-8.705093,0
mcdonalds_switzerland_725,-9.250584,0
mcdonalds_switzerland_481,-9.212223,0
mcdonalds_switzerland_429,-9.604365,0
mcdonalds_switzerland_716,-7.5515213,0
mcdonalds_switzerland_1919,-8.744275,0
mcdonalds_switzerland_1988,-8.9881525,0
mcdonalds_switzerland_693,-9.5699835,0
mcdonalds_switzerland_1995,-8.023195,0
mcdonalds_switzerland_1904,-9.257479,0
mcdonalds_switzerland_631,-9.721078,0
mcdonalds_switzerland_453,-8.85064,0
mcdonalds_switzerland_409,-8.204466,0
mcdonalds_switzerland_1942,-6.856248,0
mcdonalds_switzerland_13,-0.10078413,1
mcdonalds_switzerland_203,-9.243545,0
mcdonalds_switzerland_1962,-9.068803,0
mcdonalds_switzerland_598,-9.26229,0
mcdonalds_switzerland_558,-9.059969,0
mcdonalds_switzerland_700,-8.366701,0
mcdonalds_switzerland_1940,-8.233542,0
mcdonalds_switzerland_841,-8.706331,0
mcdonalds_switzerland_736,-8.386138,0
mcdonalds_switzerland_586,-9.331967,0
mcdonalds_switzerland_655,-8.453266,0
mcdonalds_switzerland_762,-9.878786,0
mcdonalds_switzerland_358,-9.034604,0
mcdonalds_switzerland_1985,-7.9614587,0
mcdonalds_switzerland_242,-9.713153,0
mcdonalds_switzerland_608,-8.718752,0
mcdonalds_switzerland_1888,-0.4851119,1
mcdonalds_switzerland_80,-0.7649566,0
mcdonalds_switzerland_1895,-9.247569,0
mcdonalds_switzerland_629,-6.8418255,0
mcdonalds_switzerland_769,-8.894829,0
mcdonalds_switzerland_672,-8.413421,0
mcdonalds_switzerland_616,-9.1270275,0
mcdonalds_switzerland_248,-9.263712,0
mcdonalds_switzerland_461,-6.491577,0
mcdonalds_switzerland_568,-8.834694,0
mcdonalds_switzerland_2014,-9.193074,0
mcdonalds_switzerland_1912,-9.516181,0
mcdonalds_switzerland_605,-7.9834914,0
