id,proba,label
sonicdrivein_614,-9.01012,0
sonicdrivein_2095,-8.665046,0
sonicdrivein_1755,-7.987707,0
sonicdrivein_877,-8.146288,0
sonicdrivein_196,-9.0788765,0
sonicdrivein_486,-9.33138,0
sonicdrivein_780,-8.941485,0
sonicdrivein_2052,-8.587983,0
sonicdrivein_316,-8.583702,0
sonicdrivein_1197,-0.021701375,1
sonicdrivein_491,-7.7043996,0
sonicdrivein_1729,-6.32383,0
sonicdrivein_80,-7.290986,0
sonicdrivein_1102,-9.245373,0
sonicdrivein_543,-9.497037,0
sonicdrivein_1666,-9.15669,0
sonicdrivein_2181,-8.43023,0
sonicdrivein_414,-8.789204,0
sonicdrivein_791,-8.502899,0
sonicdrivein_743,-9.172728,0
sonicdrivein_69,-9.072754,0
sonicdrivein_1367,-0.0010661163,1
sonicdrivein_1737,-7.9836164,0
sonicdrivein_470,-0.06294273,1
sonicdrivein_1459,-0.006730387,1
sonicdrivein_926,-5.5446644,0
sonicdrivein_1765,-8.864446,0
sonicdrivein_1996,-8.886668,0
sonicdrivein_1221,-8.952813,0
sonicdrivein_2078,-8.3021755,0
sonicdrivein_339,-8.486156,0
sonicdrivein_135,-9.142523,0
sonicdrivein_556,-9.475795,0
sonicdrivein_344,-8.388688,0
sonicdrivein_1471,-5.435796e-05,1
sonicdrivein_204,-0.0007397776,1
sonicdrivein_2189,-9.717215,0
sonicdrivein_1778,-9.652653,0
sonicdrivein_1849,-7.139265,0
sonicdrivein_1138,-9.736948,0
sonicdrivein_89,-9.291974,0
sonicdrivein_1084,-1.3364393,0
sonicdrivein_594,-8.499919,0
sonicdrivein_655,-8.631851,0
sonicdrivein_952,-8.824736,0
sonicdrivein_789,-9.088083,0
sonicdrivein_1254,-0.005590044,1
sonicdrivein_2185,-6.6643453,0
sonicdrivein_532,-8.089611,0
sonicdrivein_1623,-8.926469,0
sonicdrivein_842,-0.083304375,1
sonicdrivein_478,-8.848622,0
sonicdrivein_311,-8.365721,0
sonicdrivein_1566,-9.439534,0
sonicdrivein_1854,-8.757198,0
sonicdrivein_1635,-8.576745,0
