id,proba,label
sonicdrivein_204,-6.2202826,0
sonicdrivein_196,-0.0070322864,1
sonicdrivein_1221,-0.0004179796,1
sonicdrivein_594,-8.558163,0
sonicdrivein_614,-8.119064,0
sonicdrivein_1755,-8.97559,0
sonicdrivein_470,-8.636618,0
sonicdrivein_556,-6.972406,0
sonicdrivein_1566,-5.0126834,0
sonicdrivein_1623,-9.465268,0
sonicdrivein_842,-4.4568324,0
sonicdrivein_1367,-8.7443495,0
sonicdrivein_2095,-8.365923,0
sonicdrivein_2181,-9.234862,0
sonicdrivein_339,-7.425529,0
sonicdrivein_1138,-9.4186735,0
sonicdrivein_344,-9.890811,0
sonicdrivein_311,-0.0003842569,1
sonicdrivein_952,-8.903782,0
sonicdrivein_69,-8.437514,0
sonicdrivein_655,-4.6815586,0
sonicdrivein_491,-0.03900814,1
sonicdrivein_414,-9.373009,0
sonicdrivein_1849,-8.440724,0
sonicdrivein_2189,-8.156404,0
sonicdrivein_1471,-1.3254354,0
sonicdrivein_2078,-8.324266,0
sonicdrivein_478,-8.043949,0
sonicdrivein_1854,-0.0001386308,1
sonicdrivein_1778,-6.431637,0
sonicdrivein_135,-9.073202,0
sonicdrivein_2185,-8.843917,0
sonicdrivein_1197,-8.549173,0
sonicdrivein_789,-9.7096,0
sonicdrivein_743,-7.339527,0
sonicdrivein_877,-9.703774,0
sonicdrivein_1729,-0.64537245,1
sonicdrivein_926,-9.395154,0
sonicdrivein_1254,-8.686717,0
sonicdrivein_89,-9.465455,0
sonicdrivein_1996,-3.9434881,0
sonicdrivein_532,-9.324262,0
sonicdrivein_316,-7.901227,0
sonicdrivein_1666,-9.13506,0
sonicdrivein_780,-8.249392,0
sonicdrivein_1459,-8.495445,0
sonicdrivein_1635,-9.639082,0
sonicdrivein_80,-0.11842815,1
sonicdrivein_1765,-7.8034005,0
sonicdrivein_791,-1.4764576,0
sonicdrivein_1102,-9.927034,0
sonicdrivein_2052,-7.3723726,0
sonicdrivein_1084,-9.109826,0
sonicdrivein_543,-9.026859,0
sonicdrivein_486,-9.300334,0
sonicdrivein_1737,-8.561019,0
