id,proba,label
mcdonalds_switzerland_367,-8.728786,0
mcdonalds_switzerland_655,-7.672517,0
mcdonalds_switzerland_725,-9.443248,0
mcdonalds_switzerland_631,-8.872031,0
mcdonalds_switzerland_1912,-8.685905,0
mcdonalds_switzerland_478,-8.722253,0
mcdonalds_switzerland_358,-0.015745247,1
mcdonalds_switzerland_672,-8.487847,0
mcdonalds_switzerland_248,-8.7537,0
mcdonalds_switzerland_461,-9.069098,0
mcdonalds_switzerland_16,-9.158099,0
mcdonalds_switzerland_429,-9.415534,0
mcdonalds_switzerland_558,-7.736291,0
mcdonalds_switzerland_1899,-7.987253,0
mcdonalds_switzerland_1919,-9.068578,0
mcdonalds_switzerland_841,-9.0398445,0
mcdonalds_switzerland_409,-9.382305,0
mcdonalds_switzerland_360,-9.512985,0
mcdonalds_switzerland_762,-8.931868,0
mcdonalds_switzerland_584,-8.522527,0
mcdonalds_switzerland_629,-8.247779,0
mcdonalds_switzerland_693,-7.796309,0
mcdonalds_switzerland_646,-8.526833,0
mcdonalds_switzerland_608,-8.639607,0
mcdonalds_switzerland_616,-9.53024,0
mcdonalds_switzerland_1995,-9.276547,0
mcdonalds_switzerland_716,-9.099174,0
mcdonalds_switzerland_700,-8.137834,0
mcdonalds_switzerland_1888,-8.967704,0
mcdonalds_switzerland_1940,-4.962083,0
mcdonalds_switzerland_586,-9.328037,0
mcdonalds_switzerland_769,-8.204519,0
mcdonalds_switzerland_598,-9.129716,0
mcdonalds_switzerland_2014,-0.0056200353,1
mcdonalds_switzerland_2065,-4.907017,0
mcdonalds_switzerland_566,-9.737824,0
mcdonalds_switzerland_203,-9.043337,0
mcdonalds_switzerland_902,-8.105255,0
mcdonalds_switzerland_1904,-9.16429,0
mcdonalds_switzerland_1612,-5.020647,0
mcdonalds_switzerland_1895,-9.087443,0
mcdonalds_switzerland_481,-6.89746,0
mcdonalds_switzerland_568,-8.264913,0
mcdonalds_switzerland_1988,-7.7761827,0
mcdonalds_switzerland_31,-9.174895,0
mcdonalds_switzerland_402,-0.029535973,1
mcdonalds_switzerland_2052,-8.308317,0
mcdonalds_switzerland_1962,-9.116324,0
mcdonalds_switzerland_736,-1.3807976,0
mcdonalds_switzerland_453,-9.08323,0
mcdonalds_switzerland_605,-8.238397,0
mcdonalds_switzerland_242,-8.220909,0
mcdonalds_switzerland_13,-9.270595,0
mcdonalds_switzerland_80,-8.943841,0
mcdonalds_switzerland_1985,-5.3760276,0
mcdonalds_switzerland_1942,-7.786411,0
