id,proba,label
sonicdrivein_80,-6.30345,0
sonicdrivein_1197,-9.031534,0
sonicdrivein_1755,-9.051449,0
sonicdrivein_1854,-9.199253,0
sonicdrivein_1635,-9.365612,0
sonicdrivein_614,-8.633679,0
sonicdrivein_470,-0.01064527,1
sonicdrivein_1459,-7.523793,0
sonicdrivein_1737,-2.96978,0
sonicdrivein_543,-8.434233,0
sonicdrivein_1221,-7.2714396,0
sonicdrivein_135,-8.902484,0
sonicdrivein_316,-0.00072012236,1
sonicdrivein_486,-8.986997,0
sonicdrivein_1566,-9.315586,0
sonicdrivein_478,-6.683277,0
sonicdrivein_344,-6.6151276,0
sonicdrivein_1367,-9.125022,0
sonicdrivein_1778,-7.9374185,0
sonicdrivein_1138,-9.256384,0
sonicdrivein_204,-7.184723,0
sonicdrivein_2181,-0.0021896213,1
sonicdrivein_1623,-9.254665,0
sonicdrivein_791,-9.24494,0
sonicdrivein_1471,-7.9209485,0
sonicdrivein_655,-8.698861,0
sonicdrivein_1765,-6.997847,0
sonicdrivein_1084,-8.563145,0
sonicdrivein_556,-9.637778,0
sonicdrivein_780,-8.8616295,0
sonicdrivein_789,-9.516655,0
sonicdrivein_89,-8.7945595,0
sonicdrivein_2189,-9.368772,0
sonicdrivein_2052,-7.813796,0
sonicdrivein_1666,-9.212501,0
sonicdrivein_532,-4.9207854,0
sonicdrivein_1102,-9.902479,0
sonicdrivein_877,-9.028884,0
sonicdrivein_339,-8.681314,0
sonicdrivein_743,-5.247799,0
sonicdrivein_2078,-7.9985046,0
sonicdrivein_311,-5.151049,0
sonicdrivein_842,-8.690664,0
sonicdrivein_1254,-6.9470835,0
sonicdrivein_1729,-9.494313,0
sonicdrivein_1996,-7.1782393,0
sonicdrivein_69,-8.804408,0
sonicdrivein_196,-9.253029,0
sonicdrivein_2095,-8.26491,0
sonicdrivein_491,-8.979757,0
sonicdrivein_1849,-9.307452,0
sonicdrivein_952,-9.441098,0
sonicdrivein_2185,-8.040429,0
sonicdrivein_594,-9.956245,0
sonicdrivein_926,-6.9277024,0
sonicdrivein_414,-8.584326,0
