id,proba,label
mcdonalds_switzerland_481,-0.00038830846,1
mcdonalds_switzerland_725,-9.479743,0
mcdonalds_switzerland_655,-8.443927,0
mcdonalds_switzerland_1912,-8.400194,0
mcdonalds_switzerland_1962,-5.5017905,0
mcdonalds_switzerland_700,-0.026270606,1
mcdonalds_switzerland_429,-9.563314,0
mcdonalds_switzerland_13,-8.710692,0
mcdonalds_switzerland_31,-9.262532,0
mcdonalds_switzerland_902,-8.745177,0
mcdonalds_switzerland_409,-9.026407,0
mcdonalds_switzerland_2052,-9.027963,0
mcdonalds_switzerland_608,-8.799049,0
mcdonalds_switzerland_1888,-8.606841,0
mcdonalds_switzerland_584,-8.004144,0
mcdonalds_switzerland_616,-8.659065,0
mcdonalds_switzerland_558,-8.120127,0
mcdonalds_switzerland_769,-9.04598,0
mcdonalds_switzerland_598,-9.509314,0
mcdonalds_switzerland_631,-9.239714,0
mcdonalds_switzerland_672,-8.267384,0
mcdonalds_switzerland_80,-8.941132,0
mcdonalds_switzerland_360,-7.8430142,0
mcdonalds_switzerland_2014,-7.7042265,0
mcdonalds_switzerland_1904,-8.675451,0
mcdonalds_switzerland_762,-0.00046290172,1
mcdonalds_switzerland_1942,-8.659424,0
mcdonalds_switzerland_203,-9.703329,0
mcdonalds_switzerland_629,-8.927808,0
mcdonalds_switzerland_716,-7.398602,0
mcdonalds_switzerland_605,-8.7852545,0
mcdonalds_switzerland_478,-3.1552806,0
mcdonalds_switzerland_693,-9.472932,0
mcdonalds_switzerland_1985,-8.657827,0
mcdonalds_switzerland_16,-9.145208,0
mcdonalds_switzerland_841,-8.938429,0
mcdonalds_switzerland_568,-8.842723,0
mcdonalds_switzerland_566,-9.433326,0
mcdonalds_switzerland_358,-8.617825,0
mcdonalds_switzerland_248,-8.936941,0
mcdonalds_switzerland_2065,-8.614398,0
mcdonalds_switzerland_1988,-8.178371,0
mcdonalds_switzerland_1995,-8.404888,0
mcdonalds_switzerland_646,-0.001989292,1
mcdonalds_switzerland_1919,-2.691003,0
mcdonalds_switzerland_1899,-9.728069,0
mcdonalds_switzerland_367,-9.3667755,0
mcdonalds_switzerland_242,-9.856087,0
mcdonalds_switzerland_1940,-7.945235,0
mcdonalds_switzerland_402,-8.377433,0
mcdonalds_switzerland_461,-8.399737,0
mcdonalds_switzerland_1895,-8.844518,0
mcdonalds_switzerland_1612,-8.829369,0
mcdonalds_switzerland_586,-0.00020764102,1
mcdonalds_switzerland_736,-7.629764,0
mcdonalds_switzerland_453,-9.466336,0
