id,proba,label
mcdonalds_switzerland_13,-1.0191584,0
mcdonalds_switzerland_367,-7.419264,0
mcdonalds_switzerland_16,-9.424567,0
mcdonalds_switzerland_1995,-8.438526,0
mcdonalds_switzerland_481,-8.779375,0
mcdonalds_switzerland_1899,-8.724294,0
mcdonalds_switzerland_566,-7.7614155,0
mcdonalds_switzerland_655,-0.013863343,1
mcdonalds_switzerland_762,-8.021535,0
mcdonalds_switzerland_629,-8.372844,0
mcdonalds_switzerland_598,-8.530062,0
mcdonalds_switzerland_646,-9.288808,0
mcdonalds_switzerland_558,-0.0001349358,1
mcdonalds_switzerland_608,-8.926729,0
mcdonalds_switzerland_736,-2.7974796,0
mcdonalds_switzerland_1912,-8.090062,0
mcdonalds_switzerland_1612,-8.835108,0
mcdonalds_switzerland_1985,-8.900889,0
mcdonalds_switzerland_360,-9.4148855,0
mcdonalds_switzerland_248,-5.9293885,0
mcdonalds_switzerland_693,-8.203168,0
mcdonalds_switzerland_358,-0.00035637227,1
mcdonalds_switzerland_1988,-9.311615,0
mcdonalds_switzerland_453,-8.878538,0
mcdonalds_switzerland_2065,-0.00019369634,1
mcdonalds_switzerland_568,-9.40875,0
mcdonalds_switzerland_616,-7.2499504,0
mcdonalds_switzerland_1888,-0.8699759,0
mcdonalds_switzerland_1942,-0.0029151822,1
mcdonalds_switzerland_31,-7.841041,0
mcdonalds_switzerland_725,-0.00025662468,1
mcdonalds_switzerland_631,-9.139129,0
mcdonalds_switzerland_429,-7.71567,0
mcdonalds_switzerland_1895,-9.331115,0
mcdonalds_switzerland_409,-8.6546135,0
mcdonalds_switzerland_902,-7.45807,0
mcdonalds_switzerland_2014,-0.0012141245,1
mcdonalds_switzerland_242,-8.440615,0
mcdonalds_switzerland_203,-9.19287,0
mcdonalds_switzerland_769,-9.504211,0
mcdonalds_switzerland_461,-7.45721,0
mcdonalds_switzerland_586,-8.1933565,0
mcdonalds_switzerland_716,-8.383903,0
mcdonalds_switzerland_478,-9.717198,0
mcdonalds_switzerland_1919,-8.07261,0
mcdonalds_switzerland_1904,-9.011767,0
mcdonalds_switzerland_1940,-9.107403,0
mcdonalds_switzerland_841,-5.362512,0
mcdonalds_switzerland_700,-8.262584,0
mcdonalds_switzerland_1962,-8.922676,0
mcdonalds_switzerland_605,-9.0226,0
mcdonalds_switzerland_672,-8.73847,0
mcdonalds_switzerland_2052,-8.856042,0
mcdonalds_switzerland_80,-9.190444,0
mcdonalds_switzerland_584,-1.7256149,0
mcdonalds_switzerland_402,-0.0019393223,1
