image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,humor_score,humor
mcdonalds_switzerland_629,"the first bite is the most delicious, so be sure to try it out! and you 'll love this vegan burger.",5,1,0.9734529,0.43147862,0.1904761904761904,0.05,2.2250738585072617e-308,2.2250738585072617e-308,0.0498638898134231,0
mcdonalds_switzerland_358,"""'s going to be your next game? it’ s the best thing in history! i am sure you will enjoy this event.",2,1,0.7915237,0.43147862,0.0909090909090909,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0666799917817115,0
mcdonalds_switzerland_1895,"yes, it's the time of year when we start eating more vegetables.",1,1,0.9650654,0.43147862,0.0427847599193826,1.142391010069532e-308,1.142391010069532e-308,1.142391010069532e-308,0.5071176886558533,1
mcdonalds_switzerland_558,we're here to help you! just call us at the first number of your restaurant and we will come with a special offer for all customers who order in our restaurants.,8,1,0.95389545,0.43147862,0.2580645161290322,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0996991917490959,0
mcdonalds_switzerland_1940,the most important thing is to know that you're not alone.,1,1,0.97240573,0.43147862,0.0401121061599985,9.8177638708909e-309,9.8177638708909e-309,9.8177638708909e-309,0.3189839720726013,0
mcdonalds_switzerland_478,"the first one is's a kiss, the second and third are like to say your favorite food or drink.",2,1,0.042325698,0.43147862,0.1052631578947368,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.3536708354949951,0
mcdonalds_switzerland_1985,"the last time i was in a restaurant with my family, we had to wait for 15 minutes before the waiter came out and offered us our own coffee.",1,1,0.9636336,0.43147862,0.0344827586206896,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.2650864720344543,0
mcdonalds_switzerland_453,what's your plan? what do you want to eat today?? let me know.,1,1,0.95828146,0.43147862,0.0659541476277262,1.9077870467055724e-308,1.9077870467055724e-308,1.9077870467055724e-308,0.1395524442195892,0
mcdonalds_switzerland_409,i have a question for you.,1,1,0.97943497,0.43147862,0.0314792671395936,4.20262166383659e-309,4.20262166383659e-309,4.20262166383659e-309,0.6822848320007324,1
mcdonalds_switzerland_655,"for example, if you have a 10-minute phone call with your friend or family member and it is the most important thing in that day/week for them.",3,1,0.56687784,0.43147862,0.074074074074074,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0649917498230934,0
mcdonalds_switzerland_902,"michele, you're the one who made it possible for us to watch this video.",1,1,0.97073066,0.43147862,0.0714285714285714,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.369945079088211,0
mcdonalds_switzerland_1942,the # e2018 special is here! the best food for a new year and you can enjoy it at home or in your car.,6,1,0.8953084,0.43147862,0.1763503593522112,0.0368035532561136,1.8834843577582417e-308,1.8834843577582417e-308,0.0854319036006927,0
mcdonalds_switzerland_2052,"yes, i'm not a big fan of the video game.",0,1,0.9694458,0.43147862,0.0,0.0,0.0,0.0,0.695280134677887,1
mcdonalds_switzerland_1962,"the most important thing you can do to make sure your food is hot and delicious - put the heat on! 👍👌
i have a new recipe for french onion soup.",1,1,0.98245215,0.43147862,0.032258064516129,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0537670999765396,0
mcdonalds_switzerland_716,a few things you should know about the dog: 1.,0,1,0.9327704,0.43147862,0.0,0.0,0.0,0.0,0.1602111607789993,0
mcdonalds_switzerland_1919,the world is changing.,0,1,0.98239547,0.43147862,0.0,0.0,0.0,0.0,0.3617610335350036,0
mcdonalds_switzerland_1904,the # 1 prize winner of the contest isn't just a single-sided coin.,0,1,0.94765306,0.43147862,0.0,0.0,0.0,0.0,0.3780833482742309,0
mcdonalds_switzerland_605,"there are 30 million dogs in the world, and they all love you.",1,1,0.9697628,0.43147862,0.0769230769230769,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.1235634535551071,0
