image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,humor_score,humor
mcdonalds_switzerland_693,"what do you think? is it time to get your money in the next week... and have some wag on friday night with us! 🤣 👇🏻🍲️
» 20 minutes ago by ryan bicknell
> mcdonald`s got my attention when i saw this.",2,1,0.89757544,0.4936294,0.0476190476190476,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0415928326547145,0
mcdonalds_switzerland_605,the truth is the # best for your hair and it also gives you a great taste.,3,1,0.5984187,0.4936294,0.1176470588235294,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0434596836566925,0
mcdonalds_switzerland_2014,we know that this year you'll be able to enjoy a lot of the app.,0,1,0.9721576,0.4936294,0.0,0.0,0.0,0.0,0.0703381225466728,0
mcdonalds_switzerland_1888,"yes, we are the last ones to get in!# now you have 30 seconds until our match starts@ davis_shriver and let us know if your number is ready.",2,1,0.9520337,0.4936294,0.0714285714285714,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0536914020776748,0
mcdonalds_switzerland_478,the first person who 'll get the food is you! this day comes with a happy energy and delicious flavors.,0,1,0.95050234,0.4936294,0.0,0.0,0.0,0.0,0.1306247115135193,0
mcdonalds_switzerland_598,it's not about the gift but it is a great way to end this day.,2,1,0.94893587,0.4936294,0.0684556158710122,1.142391010069532e-308,1.142391010069532e-308,1.142391010069532e-308,0.6516978740692139,1
mcdonalds_switzerland_902,"do you have a swedish wedding? yes, of course.",0,1,0.97034264,0.4936294,0.0,0.0,0.0,0.0,0.4860497415065765,0
mcdonalds_switzerland_16,the new year is here! we're so excited to welcome you back and give thanks for all the hard work that u put in this past months.,0,1,0.95548666,0.4936294,0.0,0.0,0.0,0.0,0.6571318507194519,1
mcdonalds_switzerland_13,"in february, we 'll be celebrating the mcdonald’s mac and cheese day.",0,1,0.97966605,0.4936294,0.0,0.0,0.0,0.0,0.3984658420085907,0
mcdonalds_switzerland_358,this year the mcdonald's store chain has expanded its presence in india.,2,1,0.9616807,0.4936294,0.0787277587901691,1.051050468137224e-308,1.051050468137224e-308,1.051050468137224e-308,0.2234645783901214,0
mcdonalds_switzerland_402,how does your favorite restaurant look? we're trying to find the best one on this menu! can you help us narrow down our choices by sharing which place pops up in each category first.,3,1,0.9626059,0.4936294,0.088235294117647,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0811964273452758,0
mcdonalds_switzerland_1940,"the second day of the big convention in london, it was a great time to get together with our favourite director - madison thomas.",2,1,0.9715397,0.4936294,0.0833333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0097799450159072,0
mcdonalds_switzerland_1942,"in case you are wondering if this is the mcdonald’s of your dreams, here it is! # bestmdschoice for one night only.",2,1,0.93226963,0.4936294,0.0692091260633521,1.6939495889106837e-308,1.6939495889106837e-308,1.6939495889106837e-308,0.1129140183329582,0
mcdonalds_switzerland_1912,"the last time i ate this spicy chicken curry, it was so good that my family's were trying to take a selfie with me.",2,1,0.9297246,0.4936294,0.0833333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0291005298495292,0
