image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,benign,humor_score,humor
mcdonalds_switzerland_721,i'm going to show you how it works! the first time i had a big problem with my internet.,2,1,0.9697319,0.53694963,0.1052631578947368,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-9.225461,0.483802318572998,0
mcdonalds_switzerland_432,"using the mcdonald's app to get your free gift card for valentine’ s day? it makes a big difference! if you use apple, google or samsung then they will give away their version of our menu.",3,1,0.9154087,0.53694963,0.0833333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-9.089637,0.0313099883496761,0
mcdonalds_switzerland_569,we know what it feels like to be in a rush.,2,1,0.9750284,0.53694963,0.0246064151339295,3.01131000863463e-309,3.01131000863463e-309,3.01131000863463e-309,-8.39532,0.7545336484909058,1
mcdonalds_switzerland_615,"when you’re on your way to a restaurant and have n’t had enough of the delicious food, just tap this menu button.",3,1,0.96813446,0.53694963,0.0992005239578568,1.618675612464905e-308,1.618675612464905e-308,1.618675612464905e-308,-0.011157148,0.0628456100821495,0
mcdonalds_switzerland_2025,a: a's not in your mac and cheese.,1,1,0.9580944,0.53694963,0.0859111598488715,1.5292694074701025e-308,1.5292694074701025e-308,1.5292694074701025e-308,-6.4520917,0.7368885278701782,1
mcdonalds_switzerland_767,see the funny things you did on your phone.,2,1,0.9630443,0.53694963,0.0003946896768298,3.9519615696156e-311,3.9519615696156e-311,3.9519615696156e-311,-8.710337,0.1858777850866317,0
mcdonalds_switzerland_478,the first person who 'll get the food is you! this day comes with a happy energy and delicious flavors.,0,1,0.95050234,0.53694963,0.0,0.0,0.0,0.0,-9.701703,0.0111635522916913,0
mcdonalds_switzerland_1037,the new version of the `` a baby with wings in an oven.,0,1,0.7829014,0.53694963,0.0,0.0,0.0,0.0,-0.00044884143,0.5535992980003357,0
mcdonalds_switzerland_598,it's not about the gift but it is a great way to end this day.,2,1,0.94893587,0.53694963,0.0684556158710122,1.142391010069532e-308,1.142391010069532e-308,1.142391010069532e-308,-9.004815,0.3829187154769897,0
mcdonalds_switzerland_744,"if you're an instagram user, we hope this helps get more people to see what a good day it is! post your photo on our page and share the link with all of us.",4,1,0.9741597,0.53694963,0.1176470588235294,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-8.413133,0.0148342614993453,0
mcdonalds_switzerland_16,the new year is here! we're so excited to welcome you back and give thanks for all the hard work that u put in this past months.,0,1,0.95548666,0.53694963,0.0,0.0,0.0,0.0,-9.826758,0.6141526699066162,0
mcdonalds_switzerland_13,"in february, we 'll be celebrating the mcdonald’s mac and cheese day.",0,1,0.97966605,0.53694963,0.0,0.0,0.0,0.0,-0.0046521523,0.1295474171638488,0
mcdonalds_switzerland_402,how does your favorite restaurant look? we're trying to find the best one on this menu! can you help us narrow down our choices by sharing which place pops up in each category first.,3,1,0.9626059,0.53694963,0.088235294117647,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-8.376257,0.0046564070507884,0
mcdonalds_switzerland_904,"you are like the last one in our team, so you should get a new pair of shoes.",2,1,0.9631583,0.53694963,0.0555555555555555,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-8.607203,0.7388595938682556,1
mcdonalds_switzerland_234,"you 'll have to start the morning with a delicious breakfast, and then you can enjoy some more tea.",2,1,0.98491085,0.53694963,0.1052631578947368,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-9.150804,0.3393508493900299,0
mcdonalds_switzerland_1890,`` the top 5 most talked about posts of this month.,1,1,0.9290026,0.53694963,0.0366263928662848,8.964607222800593e-309,8.964607222800593e-309,8.964607222800593e-309,-8.873795,0.6859033703804016,1
mcdonalds_switzerland_410,what do you think? if your mmm i have a message for you!@sightsmug #takemagick-2018 thank u so much.,0,1,0.888753,0.53694963,0.0,0.0,0.0,0.0,-3.1799843,0.0257467776536941,0
mcdonalds_switzerland_69,"is it possible to get a grand slam champion? no, you can’t.",1,1,0.96968406,0.53694963,0.0833333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-3.4330027,0.949588418006897,1
mcdonalds_switzerland_461,"smells like the day before... but wait! 🍽️ i want to know where you were when we started our business in paris?
the guy who is behind this website.",7,1,0.9685338,0.53694963,0.2413793103448276,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-8.076422,0.0138543881475925,0
mcdonalds_switzerland_1899,"now you know the magic of all my pens!, we are ready to do something with our very own ice cream.",2,1,0.7922758,0.53694963,0.078720517868975,1.8391691476033075e-308,1.8391691476033075e-308,1.8391691476033075e-308,-9.659342,0.0061130742542445,0
mcdonalds_switzerland_499,"yes, we have a 3-star review! this year’s mcdonald's holiday special has been great and it will be here for another week.",0,1,0.9466558,0.53694963,0.0,0.0,0.0,0.0,-9.377468,0.0030908819753676,0
